Sales Enquiry as of 31/10/2025,,,,,,,,,
Order Date,Product Code,Product,Customer,Product Group,Warehouse,Status,Quantity,Sub Total,Customer Type
23/10/2025,HG6329,Domestic Cold Drip Unit,Coffee Parts PTY LTD,Tiamo Cold Drip,Main Warehouse,Backordered,2,164.94,AUS Wholesale
23/10/2025,AB3070EK-BK,Artisan Barista 1lt Electric Kettle Black,Coffee Parts PTY LTD,The Artisan Barista,Main Warehouse,Backordered,2,169.08,AUS Wholesale
23/10/2025,PSDdosingCup-BK-54,Pesado 54mm Dosing Cup - Black,Coffee Parts PTY LTD,PESADO,Main Warehouse,Backordered,2,38.18,AUS Wholesale
23/10/2025,JRStar - Black Plastic,TiAmo JugRinser Star - Black Plastic,Coffee Parts PTY LTD,Tiamo,Main Warehouse,Backordered,3,40.90,AUS Wholesale
23/10/2025,EP-BR-18g,EP-BR-18g Pesado Basket - electro polished basket,Coffee Parts PTY LTD,PESADO,Main Warehouse,Backordered,4,65.45,AUS Wholesale
23/10/2025,HG0949,Jug Rinser Mechanism and Star,Coffee Parts PTY LTD,Tiamo,Main Warehouse,Backordered,5,327.27,AUS Wholesale
23/10/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),Coffee Parts PTY LTD,PESADO,Main Warehouse,Backordered,6,245.45,AUS Wholesale
23/10/2025,EP-20g,EP-20g Pesado Basket -electro polished basket,Coffee Parts PTY LTD,PESADO,Main Warehouse,Backordered,6,98.17,AUS Wholesale
23/10/2025,PSD-HD-GA,High Diffusion shower screen for (Gaggia Classic / Classic Pro),Coffee Parts PTY LTD,PESADO,Main Warehouse,Backordered,6,288.00,AUS Wholesale
23/10/2025,Courier Fee,Courier Fee,Dolo-OnlineSale,,Main Warehouse,Parked,1,27.27,Web
23/10/2025,Misc. Product,Misc. Product,Dolo-OnlineSale,Accessories,Main Warehouse,Parked,1,489.60,Web
23/10/2025,BestMinM,BWT Bestmin M Premium Filter Cartridge,Dolo-OnlineSale,BWT,Main Warehouse,Parked,1,222.30,Web
23/10/2025,FB5W20,"Fibre Block Carbon Ctg 5m 20"" DOE Jumbo",Dolo-OnlineSale,BWT,Main Warehouse,Parked,1,151.20,Web
23/10/2025,Courier Fee,Courier Fee,Espresso Works,,Main Warehouse,Completed,1,34.69,AUS Wholesale
23/10/2025,Tamp-M-BK,Tamp Master - Automatic Tamping Machine - Black,Espresso Works,Tamp-M,Main Warehouse,Completed,1,"1,200.00",AUS Wholesale
23/10/2025,Courier Fee,Courier Fee,Panica Store,,Main Warehouse,Completed,1,10.03,AUS Wholesale
23/10/2025,PF00BR58-BGD-HY,Pesado HYBRID Naked Portafilter Breville 58mm - Black/Gold,Panica Store,PESADO,Main Warehouse,Completed,1,88.63,AUS Wholesale
22/10/2025,Courier Fee,Courier Fee,Australian Coffee Distributors Pty Ltd,,Main Warehouse,Completed,1,27.45,AUS Wholesale
22/10/2025,AB3070S-WH,Artisan Barista - Barista Precision Scale - White,Australian Coffee Distributors Pty Ltd,The Artisan Barista,Main Warehouse,Completed,3,168.00,AUS Wholesale
22/10/2025,PSDcrusher-Stand,Pesado Clump Crusher Stand (WDT tool),Australian Coffee Distributors Pty Ltd,PESADO,Main Warehouse,Completed,3,54.60,AUS Wholesale
22/10/2025,AB3070S-CH,Artisan Barista - Barista Precision Scale - Arcade Charcoal,Australian Coffee Distributors Pty Ltd,The Artisan Barista,Main Warehouse,Completed,3,168.00,AUS Wholesale
22/10/2025,AB3070S-BK,Artisan Barista - Barista Precision Scale - Black,Australian Coffee Distributors Pty Ltd,The Artisan Barista,Main Warehouse,Completed,6,293.58,AUS Wholesale
22/10/2025,CA3070R-BK,C Accessories - Metallic Black Dosing Ring,Australian Coffee Distributors Pty Ltd,Coffee Accessories,Main Warehouse,Completed,1,15.90,AUS Wholesale
22/10/2025,AB3070S-PK,Artisan Barista - Barista Precision Scale - Pink Lemonade,Australian Coffee Distributors Pty Ltd,The Artisan Barista,Main Warehouse,Completed,2,112.00,AUS Wholesale
22/10/2025,PSDcrusherRAYA,Pesado Clump Crusher - Raya,Australian Coffee Distributors Pty Ltd,PESADO,Main Warehouse,Completed,1,28.00,AUS Wholesale
22/10/2025,AB3070S-BU,Artisan Barista - Barista Precision Scale - Sky Blue,Australian Coffee Distributors Pty Ltd,The Artisan Barista,Main Warehouse,Completed,2,112.00,AUS Wholesale
22/10/2025,AB3070S-BK,Artisan Barista - Barista Precision Scale - Black,Shop Sale,The Artisan Barista,Main Warehouse,Completed,1,62.91,AUS Wholesale
22/10/2025,Courier Fee,Courier Fee,Coffee Machines and Beans,,Main Warehouse,Completed,1,8.04,AUS Wholesale
22/10/2025,PSD-puck,Pesado Puck Diffuser Screen 58mm,Coffee Machines and Beans,PESADO,Main Warehouse,Completed,1,16.25,AUS Wholesale
22/10/2025,Courier Fee,Courier Fee,Coffee Machines and Beans,,Main Warehouse,Completed,1,7.89,AUS Wholesale
22/10/2025,PSdepth,PSDDA - Pesado Depth Adjuster,Coffee Machines and Beans,PESADO,Main Warehouse,Completed,1,35.46,AUS Wholesale
21/10/2025,Courier Fee,Courier Fee,Central Coast Coffee,,Main Warehouse,Completed,1,14.05,AUS Wholesale
21/10/2025,EP-18g,EP-18g Pesado Basket - electro polished basket,Central Coast Coffee,PESADO,Main Warehouse,Completed,2,40.91,AUS Wholesale
21/10/2025,PSD-HD-MV,"High Diffusion shower screen for (NS,VA, Breville 58)",Central Coast Coffee,PESADO,Main Warehouse,Completed,2,120.00,AUS Wholesale
21/10/2025,PSD-HE-XL,Pesado He[%] Basket - Extra Large,Central Coast Coffee,PESADO,Main Warehouse,Completed,2,115.91,AUS Wholesale
21/10/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),Central Coast Coffee,PESADO,Main Warehouse,Completed,3,153.41,AUS Wholesale
21/10/2025,PSDcrusherRAYA,Pesado Clump Crusher - Raya,Central Coast Coffee,PESADO,Main Warehouse,Completed,1,30.00,AUS Wholesale
21/10/2025,PSDcrusher-Dusk,Pesado Clump Crusher - Dusk,Central Coast Coffee,PESADO,Main Warehouse,Completed,1,30.00,AUS Wholesale
21/10/2025,JRStar - Black Plastic,TiAmo JugRinser Star - Black Plastic,Blackboard Coffee Roasters,Tiamo,Main Warehouse,Completed,1,15.90,AUS Wholesale
21/10/2025,Courier Fee,Courier Fee,Reverence Coffee c/o Concept Roasting Pty Ltd,,Main Warehouse,Completed,1,12.46,AUS Wholesale
21/10/2025,AB3070JRS-Box,Artisan Barista Jug Rinser Small - Benchtop Stand,Reverence Coffee c/o Concept Roasting Pty Ltd,The Artisan Barista,Main Warehouse,Completed,1,29.54,AUS Wholesale
20/10/2025,Courier Fee,Courier Fee,The Golden Brewing,,Main Warehouse,Completed,1,25.44,AUS Wholesale
20/10/2025,PF00BR58BK-Riga-HY,Pesado HYBRID Naked Portafilter Breville 58mm - Black/Riga,The Golden Brewing,PESADO,Main Warehouse,Completed,1,109.09,AUS Wholesale
20/10/2025,PSD-puck-54,Pesado Puck Diffuser Screen 54mm,The Golden Brewing,PESADO,Main Warehouse,Completed,6,112.50,AUS Wholesale
20/10/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),The Golden Brewing,PESADO,Main Warehouse,Completed,30,"1,534.05",AUS Wholesale
20/10/2025,PSDcrusherIRIS,Pesado Clump Crusher - Iris,The Golden Brewing,PESADO,Main Warehouse,Completed,1,30.00,AUS Wholesale
20/10/2025,PSDcrusher-Stand,Pesado Clump Crusher Stand (WDT tool),The Golden Brewing,PESADO,Main Warehouse,Completed,1,19.50,AUS Wholesale
20/10/2025,EP-BR-20g,EP-BR-20g Pesado Basket - electro polished basket,The Golden Brewing,PESADO,Main Warehouse,Completed,4,81.81,AUS Wholesale
20/10/2025,PSD-HE-ME,Pesado He[%] Basket - Medium,The Golden Brewing,PESADO,Main Warehouse,Completed,5,289.76,AUS Wholesale
20/10/2025,PSD-HD-GA,High Diffusion shower screen for (Gaggia Classic / Classic Pro),The Golden Brewing,PESADO,Main Warehouse,Completed,4,240.00,AUS Wholesale
20/10/2025,PSD-puck,Pesado Puck Diffuser Screen 58mm,The Golden Brewing,PESADO,Main Warehouse,Completed,5,93.75,AUS Wholesale
20/10/2025,PSD-HD-MV,"High Diffusion shower screen for (NS,VA, Breville 58)",The Golden Brewing,PESADO,Main Warehouse,Completed,30,"1,800.00",AUS Wholesale
20/10/2025,PSD-HE-SM,Pesado He[%] Basket - Small,The Golden Brewing,PESADO,Main Warehouse,Completed,3,173.86,AUS Wholesale
20/10/2025,PSD-PuckHolder,Pesado Double Puck Screen Holder,The Golden Brewing,PESADO,Main Warehouse,Completed,2,40.91,AUS Wholesale
20/10/2025,Courier Fee,Courier Fee,Veneziano Coffee Roasters Pty Ltd,,Main Warehouse,Completed,1,25.44,AUS Wholesale
20/10/2025,Tamp-M-WH,Tamp Master - Automatic Tamping Machine - White,Veneziano Coffee Roasters Pty Ltd,Tamp-M,Main Warehouse,Completed,1,"1,200.00",AUS Wholesale
20/10/2025,Courier Fee,Courier Fee,Axil Coffee,,Main Warehouse,Completed,1,25.44,
20/10/2025,Tamp-M-WH,Tamp Master - Automatic Tamping Machine - White,Axil Coffee,Tamp-M,Main Warehouse,Completed,1,"1,200.00",
20/10/2025,Tamp-M-BK,Tamp Master - Automatic Tamping Machine - Black,Axil Coffee,Tamp-M,Main Warehouse,Completed,1,"1,200.00",
20/10/2025,,B2B flat fee,The Beanery Brighton,,Main Warehouse,Completed,1,18.18,AUS Wholesale
20/10/2025,AB3070-ClickTamper,Artisan Barista - Lotus Click Tamper 58.3mm,The Beanery Brighton,The Artisan Barista,Main Warehouse,Completed,3,169.89,AUS Wholesale
20/10/2025,ABGR01-BK,Artisan Barista Conical Burr grinder - Black,The Beanery Brighton,The Artisan Barista,Main Warehouse,Completed,2,210.00,AUS Wholesale
20/10/2025,ABGR01-WH,Artisan Barista Conical Burr grinder - White,The Beanery Brighton,The Artisan Barista,Main Warehouse,Completed,1,105.00,AUS Wholesale
20/10/2025,,B2B Pickup/Dropship,Coffee Nerd,,Main Warehouse,Completed,1,10.00,AUS Wholesale
20/10/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),Coffee Nerd,PESADO,Main Warehouse,Completed,5,204.54,AUS Wholesale
20/10/2025,PSD-HD-MV,"High Diffusion shower screen for (NS,VA, Breville 58)",Coffee Nerd,PESADO,Main Warehouse,Completed,5,240.00,AUS Wholesale
20/10/2025,Courier Fee,Courier Fee,Industry Beans (Wholesale) Pty Ltd,,Main Warehouse,Completed,1,13.34,AUS Wholesale
20/10/2025,HC7124BK,C Accessories 600ml Jug Black,Industry Beans (Wholesale) Pty Ltd,Coffee Accessories,Main Warehouse,Completed,3,38.45,AUS Wholesale
20/10/2025,HC7125BK,C Accessories 1lt Jug Black,Industry Beans (Wholesale) Pty Ltd,Coffee Accessories,Main Warehouse,Completed,3,49.91,AUS Wholesale
20/10/2025,,B2B Pickup/Dropship,Blackboard Coffee Roasters,,Main Warehouse,Completed,1,0.00,AUS Wholesale
20/10/2025,AB3070EK-PK,Artisan Barista 1lt Electric Kettle Pink Lemonade,Blackboard Coffee Roasters,The Artisan Barista,Main Warehouse,Completed,1,91.59,AUS Wholesale
18/10/2025,Courier Fee,Courier Fee,Coffee Machine Technologies,,Main Warehouse,Completed,1,8.04,AUS Wholesale
18/10/2025,Tamp-M-PCBA,Tamp-M Main PCB,Coffee Machine Technologies,Tamp-M,Main Warehouse,Completed,1,252.43,AUS Wholesale
17/10/2025,Courier Fee,Courier Fee,Marvell Street Coffee Roasters,,Main Warehouse,Completed,1,15.48,AUS Wholesale
17/10/2025,PF02LM-BBK,Pesado Double Spouted Portafilter LM 6mm - Black/Black,Marvell Street Coffee Roasters,PESADO,Main Warehouse,Completed,1,102.27,AUS Wholesale
17/10/2025,Courier Fee,Courier Fee,Campos Coffee,,Main Warehouse,Completed,1,25.44,AUS Wholesale
17/10/2025,Tamp-M-WH,Tamp Master - Automatic Tamping Machine - White,Campos Coffee,Tamp-M,Main Warehouse,Completed,1,"1,200.00",AUS Wholesale
17/10/2025,Tamp-M-BK,Tamp Master - Automatic Tamping Machine - Black,Campos Coffee,Tamp-M,Main Warehouse,Completed,1,"1,200.00",AUS Wholesale
17/10/2025,Courier Fee,Courier Fee,Campos Coffee,,Main Warehouse,Completed,1,25.44,AUS Wholesale
17/10/2025,Tamp-M-BK,Tamp Master - Automatic Tamping Machine - Black,Campos Coffee,Tamp-M,Main Warehouse,Completed,1,"1,200.00",AUS Wholesale
17/10/2025,Courier Fee,Courier Fee,Jacobs Douwe Egberts AU PTY LTD,,Main Warehouse,Completed,1,37.20,AUS Wholesale
17/10/2025,CA3070TM1,C Accessories - Tamping Corner Mat Small,Jacobs Douwe Egberts AU PTY LTD,Coffee Accessories,Main Warehouse,Completed,1,13.00,AUS Wholesale
17/10/2025,CATblack,C Accessories Tamper Black,Jacobs Douwe Egberts AU PTY LTD,Coffee Accessories,Main Warehouse,Completed,1,25.00,AUS Wholesale
17/10/2025,HC7124ST,C Accessories 600ml Jug Stainless Steel,Jacobs Douwe Egberts AU PTY LTD,Coffee Accessories,Main Warehouse,Completed,6,49.80,AUS Wholesale
17/10/2025,CA3070-groupbrush,C Accessories - group brush for coffee machines,Jacobs Douwe Egberts AU PTY LTD,Coffee Accessories,Main Warehouse,Completed,2,4.00,AUS Wholesale
17/10/2025,Courier Fee,Courier Fee,Coffee Machine Technologies,,Main Warehouse,Completed,1,15.22,AUS Wholesale
17/10/2025,EP-18g,EP-18g Pesado Basket - electro polished basket,Coffee Machine Technologies,PESADO,Main Warehouse,Completed,5,81.81,AUS Wholesale
17/10/2025,AB3070-ClickTamper,Artisan Barista - Lotus Click Tamper 58.3mm,Coffee Machine Technologies,The Artisan Barista,Main Warehouse,Completed,10,485.40,AUS Wholesale
17/10/2025,Courier Fee,Courier Fee,Coffee Machines and Beans,,Main Warehouse,Completed,1,12.47,AUS Wholesale
17/10/2025,PSD-TampingStation,Pesado Modular Tamping Station,Coffee Machines and Beans,PESADO,Main Warehouse,Completed,1,106.37,AUS Wholesale
17/10/2025,PSDcrusher-Bronze,Pesado Clump Crusher - Bronze,Coffee Machines and Beans,PESADO,Main Warehouse,Completed,1,26.00,AUS Wholesale
17/10/2025,Courier Fee,Courier Fee,Coffee Machines and Beans,,Main Warehouse,Completed,1,11.23,AUS Wholesale
17/10/2025,PSD-HE-XL,Pesado He[%] Basket - Extra Large,Coffee Machines and Beans,PESADO,Main Warehouse,Completed,2,100.45,AUS Wholesale
16/10/2025,Courier Fee,Courier Fee,Online sale BAS ex,,Main Warehouse,Parked,1,262.95,
16/10/2025,AB3070EK-BK,Artisan Barista 1lt Electric Kettle Black,Online sale BAS ex,The Artisan Barista,Main Warehouse,Parked,8,732.68,
16/10/2025,Courier Fee,Courier Fee,Espresso Works,,Main Warehouse,Completed,1,41.93,AUS Wholesale
16/10/2025,V2-PSDcrusher-Stand,Pesado V2 Clump Crusher Stand (WDT tool),Espresso Works,PESADO,Main Warehouse,Completed,2,33.80,AUS Wholesale
16/10/2025,HC7124TB,C Accessories 600ml Jug Teal Blue,Espresso Works,Coffee Accessories,Main Warehouse,Completed,2,27.77,AUS Wholesale
16/10/2025,HC7124PK,C Accessories 600ml Jug Pink,Espresso Works,Coffee Accessories,Main Warehouse,Completed,2,27.77,AUS Wholesale
16/10/2025,HC7124BK,C Accessories 600ml Jug Black,Espresso Works,Coffee Accessories,Main Warehouse,Completed,4,55.54,AUS Wholesale
16/10/2025,HC7123WH,C Accessories 300ml Jug White,Espresso Works,Coffee Accessories,Main Warehouse,Completed,2,22.45,AUS Wholesale
16/10/2025,AB3070CD,Artisan Barista Distributor 58.3mm,Espresso Works,The Artisan Barista,Main Warehouse,Completed,4,182.00,AUS Wholesale
16/10/2025,PSDTMBBk,Pesado Tamper - Black/Black,Espresso Works,PESADO,Main Warehouse,Completed,1,70.91,AUS Wholesale
16/10/2025,PF02LM-FullPOM-HY,Pesado HYBRID Double Spouted Portafilter LM 6mm - Full POM,Espresso Works,PESADO,Main Warehouse,Completed,12,"1,099.02",AUS Wholesale
16/10/2025,Courier Fee,Courier Fee,Dipacci Coffee Company Pty Ltd,,Main Warehouse,Completed,1,12.46,AUS Wholesale
16/10/2025,PSdepth,PSDDA - Pesado Depth Adjuster,Dipacci Coffee Company Pty Ltd,PESADO,Main Warehouse,Completed,1,38.19,AUS Wholesale
16/10/2025,PSDTMWSl,Pesado Tamper - White/Silver,Dipacci Coffee Company Pty Ltd,PESADO,Main Warehouse,Completed,1,76.36,AUS Wholesale
16/10/2025,PF02MV-WSL-HY,Pesado HYBRID Double Spouted Portafilter 5mm E61 - White/Silver,Dipacci Coffee Company Pty Ltd,PESADO,Main Warehouse,Completed,1,117.73,AUS Wholesale
16/10/2025,PSD-HD-E61,Pesado High Diffusion Shower Screen E61,Dipacci Coffee Company Pty Ltd,PESADO,Main Warehouse,Completed,1,60.45,AUS Wholesale
16/10/2025,HG6395,Cold Drip Ground Holder 2669,Bombora Supplies Pty Ltd,Tiamo Cold Drip,Main Warehouse,Completed,1,54.54,AUS Wholesale
16/10/2025,HC7123PK,C Accessories 300ml Jug Pink,Bombora Supplies Pty Ltd,Coffee Accessories,Main Warehouse,Completed,2,20.72,AUS Wholesale
16/10/2025,HC7107PK,Tiamo Tapered Jug 450ml - Pink,Bombora Supplies Pty Ltd,Tiamo,Main Warehouse,Completed,2,46.39,AUS Wholesale
16/10/2025,HC7107TB,Tiamo Tapered Jug 450ml - Teal Blue,Bombora Supplies Pty Ltd,Tiamo,Main Warehouse,Completed,4,92.79,AUS Wholesale
16/10/2025,HG2650,HG2650 Large Cold drip,Bombora Supplies Pty Ltd,Tiamo Cold Drip,Main Warehouse,Completed,2,719.80,AUS Wholesale
16/10/2025,PSD-HD-LM,Pesado High Diffusion Shower Screen LM,Bombora Supplies Pty Ltd,PESADO,Main Warehouse,Completed,8,384.00,AUS Wholesale
16/10/2025,Courier Fee,Courier Fee,Byron Moonshine Coffee,,Main Warehouse,Backordered,1,38.54,AUS Wholesale
16/10/2025,SteamPro - MS-130T,ProSteam - Automatic Steaming Machine,Byron Moonshine Coffee,WPM,Main Warehouse,Backordered,1,572.09,AUS Wholesale
16/10/2025,Tamp-M-BK,Tamp Master - Automatic Tamping Machine - Black,Byron Moonshine Coffee,Tamp-M,Main Warehouse,Backordered,1,"1,200.00",AUS Wholesale
16/10/2025,AB3070EK-BK,Artisan Barista 1lt Electric Kettle Black,Byron Moonshine Coffee,The Artisan Barista,Main Warehouse,Backordered,2,197.26,AUS Wholesale
16/10/2025,AB3070S-BK,Artisan Barista - Barista Precision Scale - Black,Byron Moonshine Coffee,The Artisan Barista,Main Warehouse,Backordered,4,195.72,AUS Wholesale
16/10/2025,Courier Fee,Courier Fee,Central Coast Coffee,,Main Warehouse,Completed,1,25.44,AUS Wholesale
16/10/2025,AB3070MJ600RAINBOW,Artisan Barista 600ml Jug Metallic Rainbow,Central Coast Coffee,The Artisan Barista,Main Warehouse,Completed,1,44.32,AUS Wholesale
16/10/2025,PSD-HE-54,Pesado He[%] Basket - Breville 54mm,Central Coast Coffee,PESADO,Main Warehouse,Completed,3,173.86,AUS Wholesale
16/10/2025,PSD-HD-GA,High Diffusion shower screen for (Gaggia Classic / Classic Pro),Central Coast Coffee,PESADO,Main Warehouse,Completed,1,60.00,AUS Wholesale
16/10/2025,EP-BR-20g,EP-BR-20g Pesado Basket - electro polished basket,Central Coast Coffee,PESADO,Main Warehouse,Completed,4,81.81,AUS Wholesale
16/10/2025,Squeaky-HOM,HOM - Aroma Display Tool  for coffee,Central Coast Coffee,PESADO,Main Warehouse,Completed,6,224.55,AUS Wholesale
16/10/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),Central Coast Coffee,PESADO,Main Warehouse,Completed,1,51.14,AUS Wholesale
16/10/2025,Squeaky-Rocket,Rocket Air Blower - coffee grinder cleaner,Central Coast Coffee,PESADO,Main Warehouse,Completed,1,37.43,AUS Wholesale
16/10/2025,V2-PSD-distributor,Pesado Impact-Gravity Distributor 58.5mm,Coffee Machine Specialist,PESADO,Main Warehouse,Completed,3,315.00,AUS Wholesale
15/10/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),Shop Sale,PESADO,Main Warehouse,Completed,1,61.36,AUS Wholesale
15/10/2025,Courier Fee,Courier Fee,Roasting Warehouse Specialty Coffee,,Main Warehouse,Completed,1,33.46,AUS Wholesale
15/10/2025,HC7124BK,C Accessories 600ml Jug Black,Roasting Warehouse Specialty Coffee,Coffee Accessories,Main Warehouse,Completed,36,461.38,AUS Wholesale
15/10/2025,HC7125BK,C Accessories 1lt Jug Black,Roasting Warehouse Specialty Coffee,Coffee Accessories,Main Warehouse,Completed,36,598.97,AUS Wholesale
15/10/2025,HC7123BK,C Accessories 300ml Jug Black,Roasting Warehouse Specialty Coffee,Coffee Accessories,Main Warehouse,Completed,36,373.03,AUS Wholesale
15/10/2025,Courier Fee,Courier Fee,Chef's Hat,,Main Warehouse,Backordered,1,34.54,AUS Wholesale
15/10/2025,HG1765,TiAmo Dosing Cup,Chef's Hat,Tiamo,Main Warehouse,Backordered,12,120.00,AUS Wholesale
15/10/2025,HC7124PK,C Accessories 600ml Jug Pink,Chef's Hat,Coffee Accessories,Main Warehouse,Backordered,6,76.90,AUS Wholesale
15/10/2025,HC7123WH,C Accessories 300ml Jug White,Chef's Hat,Coffee Accessories,Main Warehouse,Backordered,12,124.34,AUS Wholesale
15/10/2025,HC7123VL,C Accessories 300ml Jug Violet,Chef's Hat,Coffee Accessories,Main Warehouse,Backordered,6,62.17,AUS Wholesale
15/10/2025,HC7123TB,C Accessories 300ml Jug Teal Blue,Chef's Hat,Coffee Accessories,Main Warehouse,Backordered,6,62.17,AUS Wholesale
15/10/2025,HC7123ST,C Accessories 300ml Jug Stainless Steel,Chef's Hat,Coffee Accessories,Main Warehouse,Backordered,24,163.58,AUS Wholesale
15/10/2025,CA3070TM1,C Accessories - Tamping Corner Mat Small,Chef's Hat,Coffee Accessories,Main Warehouse,Backordered,12,144.00,AUS Wholesale
15/10/2025,AB3070JRS-SS,Artisan Barista - Stainless Steel Jug Rinser Small,Chef's Hat,The Artisan Barista,Main Warehouse,Backordered,1,120.00,AUS Wholesale
15/10/2025,AB3070JRL-SS,Artisan Barista - Stainless Steel Jug Rinser Large,Chef's Hat,The Artisan Barista,Main Warehouse,Backordered,2,276.00,AUS Wholesale
15/10/2025,AB3070EK-BK,Artisan Barista 1lt Electric Kettle Black,Chef's Hat,The Artisan Barista,Main Warehouse,Backordered,6,507.24,AUS Wholesale
14/10/2025,PF02LM-FullPOM,Pesado Double Spouted Portafilter LM 6mm - Full POM,Industry Beans (Wholesale) Pty Ltd,PESADO,Main Warehouse,Completed,4,260.00,AUS Wholesale
14/10/2025,Courier Fee,Courier Fee,Jacobs Douwe Egberts AU PTY LTD,,Main Warehouse,Completed,1,14.05,AUS Wholesale
14/10/2025,BC2423,Domestic Knock Box Square,Jacobs Douwe Egberts AU PTY LTD,Tiamo,Main Warehouse,Completed,1,20.00,AUS Wholesale
14/10/2025,Misc. Product,Misc. Product,Whyld Coffee & Connections,Accessories,Main Warehouse,Completed,1,98.18,AUS Wholesale
14/10/2025,,B2B flat fee,Dipacci Coffee Company Pty Ltd,,Main Warehouse,Backordered,1,18.18,AUS Wholesale
14/10/2025,IMSB26.5,IMS Precision Filter Basket IMS B70 2T H26.5 M,Dipacci Coffee Company Pty Ltd,IMS,Main Warehouse,Backordered,8,168.00,AUS Wholesale
14/10/2025,PSdepth,PSDDA - Pesado Depth Adjuster,Dipacci Coffee Company Pty Ltd,PESADO,Main Warehouse,Backordered,5,190.93,AUS Wholesale
14/10/2025,V2-PSD-distributor,Pesado Impact-Gravity Distributor 58.5mm,Dipacci Coffee Company Pty Ltd,PESADO,Main Warehouse,Backordered,5,525.00,AUS Wholesale
10/10/2025,FS00Y00A00,Filter head,Espresso Tenango,BWT,Main Warehouse,Completed,1,35.75,AUS Wholesale
10/10/2025,WFproteS,BWT Bestprotect S Filter Cartridge,Espresso Tenango,BWT,Main Warehouse,Completed,1,98.80,AUS Wholesale
10/10/2025,PSD-distributor-54m,Pesado Gravity Distributor 54mm,Espresso Tenango,PESADO,Main Warehouse,Completed,1,95.45,AUS Wholesale
14/10/2025,Courier Fee,Courier Fee,Veneziano Coffee Roasters Pty Ltd,,Main Warehouse,Completed,1,25.44,AUS Wholesale
14/10/2025,Tamp-M-WH,Tamp Master - Automatic Tamping Machine - White,Veneziano Coffee Roasters Pty Ltd,Tamp-M,Main Warehouse,Completed,1,"1,200.00",AUS Wholesale
14/10/2025,Courier Fee,Courier Fee,Espresso Works,,Main Warehouse,Completed,1,10.03,AUS Wholesale
14/10/2025,C24-2019VB,Steam Thermoblock,Espresso Works,WPM parts,Main Warehouse,Completed,1,0.00,AUS Wholesale
14/10/2025,Courier Fee,Courier Fee,PROKURE Aus PTY LTD - Alternative Brewing,,Main Warehouse,Completed,1,25.44,AUS Wholesale
14/10/2025,HC7124TB,C Accessories 600ml Jug Teal Blue,PROKURE Aus PTY LTD - Alternative Brewing,Coffee Accessories,Main Warehouse,Completed,10,213.60,AUS Wholesale
14/10/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PROKURE Aus PTY LTD - Alternative Brewing,PESADO,Main Warehouse,Completed,10,409.08,AUS Wholesale
13/10/2025,PSD-HD-MV,"High Diffusion shower screen for (NS,VA, Breville 58)",Shop Sale,PESADO,Main Warehouse,Completed,1,72.00,AUS Wholesale
13/10/2025,,B2B flat fee,Industry Beans (Wholesale) Pty Ltd,,Main Warehouse,Backordered,1,18.18,AUS Wholesale
13/10/2025,PSD-HE-SM,Pesado He[%] Basket - Small,Industry Beans (Wholesale) Pty Ltd,PESADO,Main Warehouse,Backordered,3,150.68,AUS Wholesale
13/10/2025,PF02LM-FullPOM,Pesado Double Spouted Portafilter LM 6mm - Full POM,Industry Beans (Wholesale) Pty Ltd,PESADO,Main Warehouse,Backordered,3,195.00,AUS Wholesale
13/10/2025,IMSB26.5,IMS Precision Filter Basket IMS B70 2T H26.5 M,Industry Beans (Wholesale) Pty Ltd,IMS,Main Warehouse,Backordered,15,315.00,AUS Wholesale
13/10/2025,PSD-HE-LG,Pesado He[%] Basket - Large,Industry Beans (Wholesale) Pty Ltd,PESADO,Main Warehouse,Backordered,6,301.35,AUS Wholesale
10/10/2025,Courier Fee,Courier Fee,Campos Coffee,,Main Warehouse,Completed,1,25.44,AUS Wholesale
10/10/2025,Tamp-M-WH,Tamp Master - Automatic Tamping Machine - White,Campos Coffee,Tamp-M,Main Warehouse,Completed,1,"1,200.00",AUS Wholesale
10/10/2025,Tamp-M-BK,Tamp Master - Automatic Tamping Machine - Black,Campos Coffee,Tamp-M,Main Warehouse,Completed,1,"1,200.00",AUS Wholesale
10/10/2025,Courier Fee,Courier Fee,Coffee Machines and Beans,,Main Warehouse,Completed,1,9.09,AUS Wholesale
10/10/2025,PF02LM-BSL,Pesado Double Spouted Portafilter LM 6mm - Black/Silver,Coffee Machines and Beans,PESADO,Main Warehouse,Completed,1,88.63,AUS Wholesale
10/10/2025,PF00BR54-FullPOM-HY,Pesado HYBRID Naked Portafilter Breville 54mm - Full POM,Coffee Machines and Beans,PESADO,Main Warehouse,Completed,1,58.50,AUS Wholesale
10/10/2025,PSD-HD-HX,Pesado High Diffusion Shower Screen (HX) E61,"Color Life International CO., LTD.",PESADO,China-W,Parked,2,96.23,ITL Wholesale
10/10/2025,PSD-HD-GA,High Diffusion shower screen for (Gaggia Classic / Classic Pro),"Color Life International CO., LTD.",PESADO,China-W,Parked,2,96.23,ITL Wholesale
