Sales Enquiry as of 19/08/2025,,,,,,,,
Order Date,Product Code,Product,Customer,Product Group,Warehouse,Status,Quantity,Sub Total
08/08/2025,PSD-HE-LG,Pesado He[%] Basket - Large,PESADO-NEW,PESADO,Main Warehouse,Completed,1,57.11
08/08/2025,,Shipping Cost (under $89 AUD),PESADO-NEW,,Main Warehouse,Completed,1,7.91
08/08/2025,PSD-HD-MV,"High Diffusion shower screen for (NS,VA, Breville 58)",PESADO-NEW,PESADO,Main Warehouse,Completed,1,61.21
08/08/2025,,Shipping Cost (under $89 AUD),PESADO-NEW,,Main Warehouse,Parked,1,7.91
08/08/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO-NEW,PESADO,Main Warehouse,Parked,1,59.28
08/08/2025,,Shipping Cost (<0.5),PESADO-NEW,,China-W,Completed,1,34.71
08/08/2025,PF02NS-BSL,Pesado Double Spouted Portafilter NS - Black/Silver,PESADO-NEW,PESADO,China-W,Completed,1,150.40
08/08/2025,,Shipping Cost (Under $100 USD),PESADO-NEW,,Main Warehouse,Parked,1,26.67
08/08/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO-NEW,PESADO,Main Warehouse,Parked,1,66.67
08/08/2025,,Shipping Cost (Under $100 USD),PESADO-NEW,,Main Warehouse,Parked,1,26.67
08/08/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO-NEW,PESADO,Main Warehouse,Parked,1,66.67
08/08/2025,,Shipping Cost (Over $89 AUD),PESADO-NEW,,Main Warehouse,Completed,1,0.00
08/08/2025,PSD-HE-LG,Pesado He[%] Basket - Large,PESADO-NEW,PESADO,Main Warehouse,Completed,1,67.19
08/08/2025,PSD-HD-MV,"High Diffusion shower screen for (NS,VA, Breville 58)",PESADO-NEW,PESADO,Main Warehouse,Completed,1,69.56
08/08/2025,,Shipping Cost (Over $89 AUD),PESADO-NEW,,Main Warehouse,Parked,1,0.00
08/08/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO-NEW,PESADO,Main Warehouse,Parked,1,59.28
08/08/2025,V2-PSDring-54mm,Pesado Magnetic 54mm Dosing Ring,PESADO-NEW,PESADO,Main Warehouse,Parked,1,26.48
08/08/2025,,Shipping Cost (Over $89 AUD),PESADO-NEW,,Main Warehouse,Completed,1,0.00
08/08/2025,PSD-HD-MV,"High Diffusion shower screen for (NS,VA, Breville 58)",PESADO-NEW,PESADO,Main Warehouse,Completed,1,69.56
08/08/2025,V2-PSD-distributor,Pesado Impact-Gravity Distributor 58.5mm,PESADO-NEW,PESADO,Main Warehouse,Completed,1,146.23
08/08/2025,,Shipping Cost (under $89 AUD),PESADO-NEW,,Main Warehouse,Parked,1,7.91
08/08/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO-NEW,PESADO,Main Warehouse,Parked,1,59.28
08/08/2025,,Shipping Cost (Under $100 USD),PESADO-NEW,,Main Warehouse,Parked,1,26.67
08/08/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO-NEW,PESADO,Main Warehouse,Parked,1,66.67
08/08/2025,EP-BR-18g,EP-BR-18g Pesado Basket - electro polished basket,PESADO-NEW,PESADO,Main Warehouse,Parked,1,24.00
08/08/2025,,Shipping Cost (under $89 AUD),PESADO-NEW,,Main Warehouse,Parked,1,7.91
08/08/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO-NEW,PESADO,Main Warehouse,Parked,1,59.28
08/08/2025,,Shipping Cost (Over $89 AUD),PESADO-NEW,,Main Warehouse,Completed,1,0.00
08/08/2025,PSD-HD-MV,"High Diffusion shower screen for (NS,VA, Breville 58)",PESADO-NEW,PESADO,Main Warehouse,Completed,1,69.56
08/08/2025,PSD-puck,Pesado Puck Diffuser Screen 58mm,PESADO-NEW,PESADO,Main Warehouse,Completed,1,21.73
08/08/2025,,Shipping Cost (under $89 AUD),PESADO-NEW,,Main Warehouse,Parked,1,7.91
08/08/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO-NEW,PESADO,Main Warehouse,Parked,1,59.30
08/08/2025,,Shipping Cost (Over $89 AUD),PESADO-NEW,,Main Warehouse,Completed,1,0.00
08/08/2025,PSD-HD-MV,"High Diffusion shower screen for (NS,VA, Breville 58)",PESADO-NEW,PESADO,Main Warehouse,Completed,2,125.24
08/08/2025,PSD-puck,Pesado Puck Diffuser Screen 58mm,PESADO-NEW,PESADO,Main Warehouse,Completed,1,19.58
08/08/2025,,Shipping Cost (Over $89 AUD),PESADO-NEW,,Main Warehouse,Completed,1,0.00
08/08/2025,PSD-HD-MV,"High Diffusion shower screen for (NS,VA, Breville 58)",PESADO-NEW,PESADO,Main Warehouse,Completed,1,62.62
08/08/2025,PF02BR58-BSL-HY,Pesado HYBRID Double Spouted Portafilter Breville 58mm - Black/Silver,PESADO-NEW,PESADO,Main Warehouse,Completed,1,131.64
08/08/2025,,Shipping Cost (under $89 AUD),PESADO-NEW,,Main Warehouse,Parked,1,7.91
08/08/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO-NEW,PESADO,Main Warehouse,Parked,1,59.30
08/08/2025,,Shipping Cost (Under $100 USD),PESADO-NEW,,Main Warehouse,Completed,1,26.67
08/08/2025,PSD-HD-MV,"High Diffusion shower screen for (NS,VA, Breville 58)",PESADO-NEW,PESADO,Main Warehouse,Completed,1,66.00
08/08/2025,,Shipping Cost (under $89 AUD),PESADO-NEW,,Main Warehouse,Completed,1,7.91
08/08/2025,PSD-HD-MV,"High Diffusion shower screen for (NS,VA, Breville 58)",PESADO-NEW,PESADO,Main Warehouse,Completed,1,69.58
08/08/2025,,Shipping Cost (Orders Over $100 USD),PESADO-NEW,,Main Warehouse,Completed,1,0.00
08/08/2025,PSD-HE-ME,Pesado He[%] Basket - Medium,PESADO-NEW,PESADO,Main Warehouse,Completed,2,173.33
08/08/2025,PSD-HE-XL,Pesado He[%] Basket - Extra Large,PESADO-NEW,PESADO,Main Warehouse,Completed,2,173.33
08/08/2025,PSDjugWH,Pesado Jug - White,PESADO-NEW,PESADO,Main Warehouse,Completed,2,73.28
08/08/2025,,Shipping Cost (under $89 AUD),PESADO-NEW,,Main Warehouse,Parked,1,7.91
08/08/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO-NEW,PESADO,Main Warehouse,Parked,1,59.24
08/08/2025,,Shipping Cost (Over $89 AUD),PESADO-NEW,,Main Warehouse,Completed,1,0.00
08/08/2025,PSD-HE-ME,Pesado He[%] Basket - Medium,PESADO-NEW,PESADO,Main Warehouse,Completed,1,67.14
08/08/2025,PF02BR58-FullPOM,Pesado Double Spouted Portafilter Breville 58mm - Full POM,PESADO-NEW,PESADO,Main Warehouse,Completed,1,86.88
08/08/2025,,Shipping Cost (Under $100 USD),PESADO-NEW,,Main Warehouse,Parked,1,26.67
08/08/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO-NEW,PESADO,Main Warehouse,Parked,1,66.67
08/08/2025,EP-BR-18g,EP-BR-18g Pesado Basket - electro polished basket,PESADO-NEW,PESADO,Main Warehouse,Parked,1,24.00
08/08/2025,,Shipping Cost (Orders Over $100 USD),PESADO-NEW,,Main Warehouse,Completed,1,0.00
08/08/2025,PSD-TampingStation,Pesado Modular Tamping Station,PESADO-NEW,PESADO,Main Warehouse,Completed,1,159.99
08/08/2025,,Shipping Cost (Under $100 USD),PESADO-NEW,,Main Warehouse,Parked,1,26.67
08/08/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO-NEW,PESADO,Main Warehouse,Parked,1,66.67
08/08/2025,,Shipping Cost (Orders Over $100 USD),PESADO-NEW,,Main Warehouse,Parked,1,0.00
08/08/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO-NEW,PESADO,Main Warehouse,Parked,1,66.67
08/08/2025,PSD-HE-54,Pesado He[%] Basket - Breville 54mm,PESADO-NEW,PESADO,Main Warehouse,Parked,1,86.67
08/08/2025,,Shipping Cost (Over $89 AUD),PESADO-NEW,,Main Warehouse,Parked,1,0.00
08/08/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO-NEW,PESADO,Main Warehouse,Parked,1,59.28
08/08/2025,V2-PSDring-54mm,Pesado Magnetic 54mm Dosing Ring,PESADO-NEW,PESADO,Main Warehouse,Parked,1,26.48
08/08/2025,,Rounding,PESADO-NEW,,Main Warehouse,Completed,1,-0.01
08/08/2025,,Shipping Cost (Over $89 AUD),PESADO-NEW,,Main Warehouse,Completed,1,0.00
08/08/2025,PSD-HD-E61,Pesado High Diffusion Shower Screen E61,PESADO-NEW,PESADO,Main Warehouse,Completed,1,67.59
08/08/2025,PSD-puck,Pesado Puck Diffuser Screen 58mm,PESADO-NEW,PESADO,Main Warehouse,Completed,1,19.56
08/08/2025,PSD-HE-SM,Pesado He[%] Basket - Small,PESADO-NEW,PESADO,Main Warehouse,Completed,1,60.48
08/08/2025,,Shipping Cost (Under $100 USD),PESADO-NEW,,Main Warehouse,Parked,1,26.67
08/08/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO-NEW,PESADO,Main Warehouse,Parked,1,66.67
08/08/2025,EP-BR-20g,EP-BR-20g Pesado Basket - electro polished basket,PESADO-NEW,PESADO,Main Warehouse,Parked,1,24.00
08/08/2025,,Shipping Cost (under $89 AUD),PESADO-NEW,,Main Warehouse,Completed,1,7.91
08/08/2025,PSD-HD-MV,"High Diffusion shower screen for (NS,VA, Breville 58)",PESADO-NEW,PESADO,Main Warehouse,Completed,1,69.56
08/08/2025,,Shipping Cost (Under $100 USD),PESADO-NEW,,Main Warehouse,Parked,1,26.67
08/08/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO-NEW,PESADO,Main Warehouse,Parked,1,66.67
08/08/2025,,Shipping Cost (DHL e-commerce),PESADO-NEW,,Main Warehouse,Completed,1,0.00
08/08/2025,PSD-HD-E61,Pesado High Diffusion Shower Screen E61,PESADO-NEW,PESADO,Main Warehouse,Completed,1,82.61
08/08/2025,,Shipping Cost (Orders Over $100 USD),PESADO-NEW,,Main Warehouse,Parked,1,0.00
08/08/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO-NEW,PESADO,Main Warehouse,Parked,1,66.67
08/08/2025,PRE-BR54-SET,Breville 54mm Hybrid Precision Set,PESADO-NEW,PESADO,Main Warehouse,Parked,1,269.33
08/08/2025,,Shipping Cost (Under $100 USD),PESADO-NEW,,Main Warehouse,Parked,1,26.67
08/08/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO-NEW,PESADO,Main Warehouse,Parked,1,66.67
08/08/2025,,Shipping Cost (under $89 AUD),PESADO-NEW,,Main Warehouse,Parked,1,7.92
08/08/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO-NEW,PESADO,Main Warehouse,Parked,1,59.33
08/08/2025,,Rounding,PESADO-NEW,,Main Warehouse,Completed,1,-0.01
08/08/2025,,Shipping Cost (Over $89 AUD),PESADO-NEW,,Main Warehouse,Completed,1,0.00
08/08/2025,PF02MVBK-Riga-HY,Pesado HYBRID Double Spouted Portafilter 5mm E61 - Black/Riga,PESADO-NEW,PESADO,Main Warehouse,Completed,1,154.25
08/08/2025,PSDTMBKRiga,Pesado Tamper - Black/Riga,PESADO-NEW,PESADO,Main Warehouse,Completed,1,102.84
08/08/2025,DOSING_B,Dosing Bundle,PESADO-NEW,PESADO,Main Warehouse,Completed,1,54.19
08/08/2025,,Shipping Cost (Over $89 AUD),PESADO-NEW,,Main Warehouse,Completed,1,0.00
08/08/2025,PSD-HD-MV,"High Diffusion shower screen for (NS,VA, Breville 58)",PESADO-NEW,PESADO,Main Warehouse,Completed,1,69.61
08/08/2025,PSD-HE-SM,Pesado He[%] Basket - Small,PESADO-NEW,PESADO,Main Warehouse,Completed,1,60.51
08/08/2025,,Shipping Cost (Over $89 AUD),PESADO-NEW,,Main Warehouse,Completed,1,0.00
08/08/2025,PSD-HD-MV,"High Diffusion shower screen for (NS,VA, Breville 58)",PESADO-NEW,PESADO,Main Warehouse,Completed,1,69.60
08/08/2025,PSD-CeramicSet,Pesado Sunrise Ceramic Set - 160ml - cup & saucer,PESADO-NEW,PESADO,Main Warehouse,Completed,1,11.87
08/08/2025,,Shipping Cost (Over $89 AUD),PESADO-NEW,,Main Warehouse,Completed,1,0.00
08/08/2025,PSD-puck,Pesado Puck Diffuser Screen 58mm,PESADO-NEW,PESADO,Main Warehouse,Completed,1,21.75
08/08/2025,PSDHY,Pesado HYBRID Double Spouted Attachment - (LM 6mm - NS - BR 58),PESADO-NEW,PESADO,Main Warehouse,Completed,1,27.68
08/08/2025,EP-20g,EP-20g Pesado Basket -electro polished basket,PESADO-NEW,PESADO,Main Warehouse,Completed,1,23.72
08/08/2025,,Shipping Cost (Under $100 USD),PESADO-NEW,,Main Warehouse,Parked,1,26.67
08/08/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO-NEW,PESADO,Main Warehouse,Parked,1,66.67
08/08/2025,,Shipping Cost (under $89 AUD),PESADO-NEW,,Main Warehouse,Parked,1,7.91
08/08/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO-NEW,PESADO,Main Warehouse,Parked,1,59.32
08/08/2025,,Shipping Cost (under $89 AUD),PESADO-NEW,,Main Warehouse,Completed,1,7.91
08/08/2025,PSD-HD-MV,"High Diffusion shower screen for (NS,VA, Breville 58)",PESADO-NEW,PESADO,Main Warehouse,Completed,1,61.25
08/08/2025,,Shipping Cost (under $89 AUD),PESADO-NEW,,Main Warehouse,Parked,1,7.91
08/08/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO-NEW,PESADO,Main Warehouse,Parked,1,59.32
08/08/2025,,Shipping Cost (under $89 AUD),PESADO-NEW,,Main Warehouse,Parked,1,7.91
08/08/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO-NEW,PESADO,Main Warehouse,Parked,1,59.28
08/08/2025,,Shipping Cost (Under $100 USD),PESADO-NEW,,Main Warehouse,Completed,1,26.67
08/08/2025,PSD-HD-E61,Pesado High Diffusion Shower Screen E61,PESADO-NEW,PESADO,Main Warehouse,Completed,1,78.67
08/08/2025,,Shipping Cost (Under $100 USD),PESADO-NEW,,Main Warehouse,Completed,1,26.67
08/08/2025,PSD-HD-E61,Pesado High Diffusion Shower Screen E61,PESADO-NEW,PESADO,Main Warehouse,Completed,1,69.23
08/08/2025,,Shipping Cost (Under $100 USD),PESADO-NEW,,Main Warehouse,Parked,1,26.67
08/08/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO-NEW,PESADO,Main Warehouse,Parked,1,58.67
08/08/2025,,Shipping Cost (Orders Over $100 USD),PESADO-NEW,,Main Warehouse,Completed,1,0.00
08/08/2025,PSD-HD-LM,Pesado High Diffusion Shower Screen LM,PESADO-NEW,PESADO,Main Warehouse,Completed,2,146.67
08/08/2025,,Shipping Cost (Under $100 USD),PESADO-NEW,,Main Warehouse,Parked,1,26.67
08/08/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO-NEW,PESADO,Main Warehouse,Parked,1,66.67
08/08/2025,,Shipping Cost (under $89 AUD),PESADO-NEW,,Main Warehouse,Completed,1,7.91
08/08/2025,PSD-HD-MV,"High Diffusion shower screen for (NS,VA, Breville 58)",PESADO-NEW,PESADO,Main Warehouse,Completed,1,69.59
08/08/2025,,Shipping Cost (Under $100 USD),PESADO-NEW,,Main Warehouse,Parked,1,26.67
08/08/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO-NEW,PESADO,Main Warehouse,Parked,1,66.67
08/08/2025,PSD-puck-54,Pesado Puck Diffuser Screen 54mm,PESADO-NEW,PESADO,Main Warehouse,Parked,1,26.67
08/08/2025,,Shipping Cost (under $89 AUD),PESADO-NEW,,Main Warehouse,Parked,1,7.88
08/08/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO-NEW,PESADO,Main Warehouse,Parked,1,59.07
08/08/2025,,Shipping Cost (under $89 AUD),PESADO-NEW,,Main Warehouse,Completed,1,7.88
08/08/2025,PSD-HD-MV,"High Diffusion shower screen for (NS,VA, Breville 58)",PESADO-NEW,PESADO,Main Warehouse,Completed,1,69.31
08/08/2025,,Shipping Cost (under $89 AUD),PESADO-NEW,,Main Warehouse,Completed,1,7.88
08/08/2025,PSD-HD-MV,"High Diffusion shower screen for (NS,VA, Breville 58)",PESADO-NEW,PESADO,Main Warehouse,Completed,1,69.31
08/08/2025,,Shipping Cost (Under $100 USD),PESADO-NEW,,Main Warehouse,Parked,1,26.67
08/08/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO-NEW,PESADO,Main Warehouse,Parked,1,66.67
08/08/2025,,Shipping Cost (Under $100 USD),PESADO-NEW,,Main Warehouse,Parked,1,26.67
08/08/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO-NEW,PESADO,Main Warehouse,Parked,1,66.67
08/08/2025,,Shipping Cost (0.5-1kg),PESADO-NEW,,China-W,Completed,1,34.07
08/08/2025,PF02MVWH-Iris-HY,Pesado HYBRID Double Spouted Portafilter 5mm E61 - White/Iris,PESADO-NEW,PESADO,China-W,Completed,1,198.57
08/08/2025,,Shipping Cost (Under $100 USD),PESADO-NEW,,Main Warehouse,Parked,1,26.67
08/08/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO-NEW,PESADO,Main Warehouse,Parked,1,66.67
08/08/2025,,Shipping Cost (Orders Over $100 USD),PESADO-NEW,,Main Warehouse,Completed,1,0.00
08/08/2025,PSD-HD-LM,Pesado High Diffusion Shower Screen LM,PESADO-NEW,PESADO,Main Warehouse,Completed,1,64.53
08/08/2025,WH-V2-PSD-distributor,Pesado White Impact-Gravity Distributor 58.5mm,PESADO-NEW,PESADO,Main Warehouse,Completed,1,140.80
08/08/2025,PSD-HE-LG,Pesado He[%] Basket - Large,PESADO-NEW,PESADO,Main Warehouse,Completed,1,76.27
08/08/2025,,Shipping Cost (under $89 AUD),PESADO-NEW,,Main Warehouse,Completed,1,7.88
08/08/2025,PSD-HD-MV,"High Diffusion shower screen for (NS,VA, Breville 58)",PESADO-NEW,PESADO,Main Warehouse,Completed,1,69.35
08/08/2025,,Shipping Cost (Under $100 USD),PESADO-NEW,,Main Warehouse,Parked,1,26.67
08/08/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO-NEW,PESADO,Main Warehouse,Parked,1,66.67
08/08/2025,EP-BR-18g,EP-BR-18g Pesado Basket - electro polished basket,PESADO-NEW,PESADO,Main Warehouse,Parked,1,26.67
08/08/2025,,Shipping Cost (<0.5),PESADO-NEW,,China-W,Completed,1,34.07
08/08/2025,PSD-HD-MV,"High Diffusion shower screen for (NS,VA, Breville 58)",PESADO-NEW,PESADO,China-W,Completed,1,68.38
08/08/2025,,Shipping Cost (Under $100 USD),PESADO-NEW,,Main Warehouse,Parked,1,26.67
08/08/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO-NEW,PESADO,Main Warehouse,Parked,1,66.67
08/08/2025,,Shipping Cost (Under $100 USD),PESADO-NEW,,Main Warehouse,Parked,1,26.67
08/08/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO-NEW,PESADO,Main Warehouse,Parked,1,60.00
08/08/2025,EP-BR-18g,EP-BR-18g Pesado Basket - electro polished basket,PESADO-NEW,PESADO,Main Warehouse,Parked,1,24.00
08/08/2025,,Shipping Cost (Orders Over $100 USD),PESADO-NEW,,Main Warehouse,Completed,1,0.00
08/08/2025,PF00NS-WHPOM-HY,Pesado HYBRID Naked Portafilter NS - White Full POM,PESADO-NEW,PESADO,Main Warehouse,Completed,2,240.00
08/08/2025,,Shipping Cost (Orders Over $100 USD),PESADO-NEW,,Main Warehouse,Completed,1,0.00
08/08/2025,PSD-HD-MV,"High Diffusion shower screen for (NS,VA, Breville 58)",PESADO-NEW,PESADO,Main Warehouse,Completed,2,146.67
08/08/2025,,Shipping Cost (Orders Over $100 USD),PESADO-NEW,,Main Warehouse,Completed,1,0.00
08/08/2025,PSD-HD-LM,Pesado High Diffusion Shower Screen LM,PESADO-NEW,PESADO,Main Warehouse,Completed,2,146.67
08/08/2025,,Shipping Cost (Under $100 USD),PESADO-NEW,,Main Warehouse,Parked,1,26.67
08/08/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO-NEW,PESADO,Main Warehouse,Parked,1,66.67
08/08/2025,,Shipping Cost (Orders Over $100 USD),PESADO-NEW,,Main Warehouse,Parked,1,0.00
08/08/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO-NEW,PESADO,Main Warehouse,Parked,1,66.67
08/08/2025,PSDcrusher-Stand,Pesado Clump Crusher Stand (WDT tool),PESADO-NEW,PESADO,Main Warehouse,Parked,1,24.00
08/08/2025,PSDcrusher-Silver,Pesado Clump Crusher - Silver,PESADO-NEW,PESADO,Main Warehouse,Parked,1,45.80
08/08/2025,,Shipping Cost (<0.5),PESADO-NEW,,China-W,Completed,1,34.01
08/08/2025,PSD-HD-LM,Pesado High Diffusion Shower Screen LM,PESADO-NEW,PESADO,China-W,Completed,1,75.87
08/08/2025,,Shipping Cost (Orders Over $100 USD),PESADO-NEW,,Main Warehouse,Completed,1,0.00
08/08/2025,PSD-HD-E61,Pesado High Diffusion Shower Screen E61,PESADO-NEW,PESADO,Main Warehouse,Completed,1,78.67
08/08/2025,PSD-HE-ME,Pesado He[%] Basket - Medium,PESADO-NEW,PESADO,Main Warehouse,Completed,1,78.00
08/08/2025,,Shipping Cost (Over $89 AUD),PESADO-NEW,,Main Warehouse,Completed,1,0.00
08/08/2025,PSD-HD-E61,Pesado High Diffusion Shower Screen E61,PESADO-NEW,PESADO,Main Warehouse,Completed,1,74.80
08/08/2025,PSD-removablepins,4 pack of removable pins for WDT Clump Crusher,PESADO-NEW,PESADO,Main Warehouse,Completed,2,1.58
08/08/2025,,Shipping Cost (Orders Over $100 USD),PESADO-NEW,,Main Warehouse,Parked,1,0.00
08/08/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO-NEW,PESADO,Main Warehouse,Parked,2,133.33
08/08/2025,,Shipping Cost (Under $100 USD),PESADO-NEW,,Main Warehouse,Completed,1,26.67
08/08/2025,PSD-HE-ME,Pesado He[%] Basket - Medium,PESADO-NEW,PESADO,Main Warehouse,Completed,1,86.67
08/08/2025,,Shipping Cost (Orders Over $100 USD),PESADO-NEW,,Main Warehouse,Completed,1,0.00
08/08/2025,PSD-HD-E61,Pesado High Diffusion Shower Screen E61,PESADO-NEW,PESADO,Main Warehouse,Completed,1,78.67
08/08/2025,PSD-HE-SM,Pesado He[%] Basket - Small,PESADO-NEW,PESADO,Main Warehouse,Completed,1,78.00
08/08/2025,,Shipping Cost (Under $100 USD),PESADO-NEW,,Main Warehouse,Completed,1,26.67
08/08/2025,PSD-puck,Pesado Puck Diffuser Screen 58mm,PESADO-NEW,PESADO,Main Warehouse,Completed,1,26.67
08/08/2025,PSD-HE-XL,Pesado He[%] Basket - Extra Large,PESADO-NEW,PESADO,Main Warehouse,Completed,1,86.67
08/08/2025,,Shipping Cost (Orders Over $100 USD),PESADO-NEW,,Main Warehouse,Parked,1,0.00
08/08/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO-NEW,PESADO,Main Warehouse,Parked,2,133.33
08/08/2025,EP-BR-18g,EP-BR-18g Pesado Basket - electro polished basket,PESADO-NEW,PESADO,Main Warehouse,Parked,2,48.00
08/08/2025,,Rounding,PESADO-NEW,,Main Warehouse,Completed,1,-0.01
08/08/2025,,Shipping Cost (under $89 AUD),PESADO-NEW,,Main Warehouse,Completed,1,7.91
08/08/2025,PSD-HD-MV,"High Diffusion shower screen for (NS,VA, Breville 58)",PESADO-NEW,PESADO,Main Warehouse,Completed,1,69.53
07/08/2025,,Shipping Cost (Under $100 USD),PESADO-NEW,,Main Warehouse,Parked,1,26.67
07/08/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO-NEW,PESADO,Main Warehouse,Parked,1,66.67
07/08/2025,,Shipping Cost (Under $100 USD),PESADO-NEW,,Main Warehouse,Parked,1,26.67
07/08/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO-NEW,PESADO,Main Warehouse,Parked,1,66.67
07/08/2025,,Shipping Cost (Orders Over $100 USD),PESADO-NEW,,Main Warehouse,Completed,1,0.00
07/08/2025,PSD-HE-XL,Pesado He[%] Basket - Extra Large,PESADO-NEW,PESADO,Main Warehouse,Completed,1,78.00
07/08/2025,PSD-HD-E61,Pesado High Diffusion Shower Screen E61,PESADO-NEW,PESADO,Main Warehouse,Completed,1,70.80
07/08/2025,,Shipping Cost (Under $100 USD),PESADO-NEW,,Main Warehouse,Parked,1,26.67
07/08/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO-NEW,PESADO,Main Warehouse,Parked,1,66.67
07/08/2025,EP-BR-18g,EP-BR-18g Pesado Basket - electro polished basket,PESADO-NEW,PESADO,Main Warehouse,Parked,1,24.00
07/08/2025,,Shipping Cost (Under $100 USD),PESADO-NEW,,Main Warehouse,Parked,1,26.67
07/08/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO-NEW,PESADO,Main Warehouse,Parked,1,58.67
07/08/2025,EP-BR-18g,EP-BR-18g Pesado Basket - electro polished basket,PESADO-NEW,PESADO,Main Warehouse,Parked,1,23.47
07/08/2025,,Rounding,PESADO-NEW,,Main Warehouse,Parked,1,-0.01
07/08/2025,,Shipping Cost (under $89 AUD),PESADO-NEW,,Main Warehouse,Parked,1,7.92
07/08/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO-NEW,PESADO,Main Warehouse,Parked,1,53.40
07/08/2025,,Shipping Cost (under $89 AUD),PESADO-NEW,,Main Warehouse,Parked,1,7.91
07/08/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO-NEW,PESADO,Main Warehouse,Parked,1,59.28
07/08/2025,,Shipping Cost (under $89 AUD),PESADO-NEW,,Main Warehouse,Completed,1,7.91
07/08/2025,PSD-HD-MV,"High Diffusion shower screen for (NS,VA, Breville 58)",PESADO-NEW,PESADO,Main Warehouse,Completed,1,69.56
07/08/2025,,Shipping Cost (Under $100 USD),PESADO-NEW,,Main Warehouse,Parked,1,26.67
07/08/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO-NEW,PESADO,Main Warehouse,Parked,1,66.67
07/08/2025,,Shipping Cost (Under $100 USD),PESADO-NEW,,Main Warehouse,Parked,1,26.67
07/08/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO-NEW,PESADO,Main Warehouse,Parked,1,66.67
07/08/2025,,Shipping Cost (under $89 AUD),PESADO-NEW,,Main Warehouse,Parked,1,7.92
07/08/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO-NEW,PESADO,Main Warehouse,Parked,1,59.33
07/08/2025,,Shipping Cost (Under $100 USD),PESADO-NEW,,Main Warehouse,Parked,1,26.67
07/08/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO-NEW,PESADO,Main Warehouse,Parked,1,66.67
07/08/2025,,Shipping Cost (0.5-1kg),PESADO-NEW,,China-W,Completed,1,20.47
07/08/2025,PSD-HD-LM,Pesado High Diffusion Shower Screen LM,PESADO-NEW,PESADO,China-W,Completed,1,65.96
