Sales Enquiry as of 19/08/2025,,,,,,,,
Order Date,Product Code,Product,Customer,Product Group,Warehouse,Status,Quantity,Sub Total
01/08/2025,PSD-HD-E61,Pesado High Diffusion Shower Screen E61,PESADO-NEW,PESADO,Main Warehouse,Completed,1,78.67
01/08/2025,PSD-HE-ME,Pesado He[%] Basket - Medium,PESADO-NEW,PESADO,Main Warehouse,Completed,1,86.67
01/08/2025,PSD-HE-LG,Pesado He[%] Basket - Large,PESADO-NEW,PESADO,Main Warehouse,Completed,1,86.67
01/08/2025,,Shipping Cost (DHL express Int),PESADO-NEW,,Main Warehouse,Parked,1,43.44
01/08/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO-NEW,PESADO,Main Warehouse,Parked,1,66.67
01/08/2025,,Shipping Cost (Under $100 USD),PESADO-NEW,,Main Warehouse,Parked,1,26.67
01/08/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO-NEW,PESADO,Main Warehouse,Parked,1,66.67
01/08/2025,PSD-puck-54,Pesado Puck Diffuser Screen 54mm,PESADO-NEW,PESADO,Main Warehouse,Parked,1,26.67
01/08/2025,,Shipping Cost (under $89 AUD),PESADO-NEW,,Main Warehouse,Completed,1,7.85
01/08/2025,PSD-HD-MV,"High Diffusion shower screen for (NS,VA, Breville 58)",PESADO-NEW,PESADO,Main Warehouse,Completed,1,69.14
01/08/2025,,Shipping Cost (under $89 AUD),PESADO-NEW,,Main Warehouse,Parked,1,7.79
01/08/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO-NEW,PESADO,Main Warehouse,Parked,1,58.40
01/08/2025,,Shipping Cost (Under $100 USD),PESADO-NEW,,Main Warehouse,Parked,1,26.67
01/08/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO-NEW,PESADO,Main Warehouse,Parked,1,66.67
01/08/2025,,Shipping Cost (Under $100 USD),PESADO-NEW,,Main Warehouse,Parked,1,26.67
01/08/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO-NEW,PESADO,Main Warehouse,Parked,1,66.67
01/08/2025,,Shipping Cost (Orders Over $100 USD),PESADO-NEW,,Main Warehouse,Completed,1,0.00
01/08/2025,PSD-HD-E61,Pesado High Diffusion Shower Screen E61,PESADO-NEW,PESADO,Main Warehouse,Completed,1,78.67
01/08/2025,PSD-HE-LG,Pesado He[%] Basket - Large,PESADO-NEW,PESADO,Main Warehouse,Completed,1,86.67
01/08/2025,,Shipping Cost (Under $100 USD),PESADO-NEW,,Main Warehouse,Parked,1,26.67
01/08/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO-NEW,PESADO,Main Warehouse,Parked,1,66.67
01/08/2025,,Rounding,PESADO-NEW,,Main Warehouse,Parked,1,-0.01
01/08/2025,,Shipping Cost (under $89 AUD),PESADO-NEW,,Main Warehouse,Parked,1,7.80
01/08/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO-NEW,PESADO,Main Warehouse,Parked,1,58.41
01/08/2025,,Rounding,PESADO-NEW,,Main Warehouse,Parked,1,-0.01
01/08/2025,,Shipping Cost (under $89 AUD),PESADO-NEW,,Main Warehouse,Parked,1,7.80
01/08/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO-NEW,PESADO,Main Warehouse,Parked,1,58.41
01/08/2025,,Shipping Cost (Under $100 USD),PESADO-NEW,,Main Warehouse,Parked,1,26.67
01/08/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO-NEW,PESADO,Main Warehouse,Parked,1,66.67
01/08/2025,,Shipping Cost (Under $100 USD),PESADO-NEW,,Main Warehouse,Completed,1,26.67
01/08/2025,PSD-HD-MV,"High Diffusion shower screen for (NS,VA, Breville 58)",PESADO-NEW,PESADO,Main Warehouse,Completed,1,66.00
01/08/2025,,Rounding,PESADO-NEW,,Main Warehouse,Parked,1,-0.01
01/08/2025,,Shipping Cost (under $89 AUD),PESADO-NEW,,Main Warehouse,Parked,1,7.80
01/08/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO-NEW,PESADO,Main Warehouse,Parked,1,58.41
01/08/2025,,Shipping Cost (under $89 AUD),PESADO-NEW,,Main Warehouse,Completed,1,7.79
01/08/2025,PSD-HD-MV,"High Diffusion shower screen for (NS,VA, Breville 58)",PESADO-NEW,PESADO,Main Warehouse,Completed,1,60.27
01/08/2025,,Shipping Cost (under $89 AUD),PESADO-NEW,,Main Warehouse,Completed,1,7.79
01/08/2025,PSD-HD-MV,"High Diffusion shower screen for (NS,VA, Breville 58)",PESADO-NEW,PESADO,Main Warehouse,Completed,1,68.48
01/08/2025,,Shipping Cost (under $89 AUD),PESADO-NEW,,Main Warehouse,Parked,1,7.79
01/08/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO-NEW,PESADO,Main Warehouse,Parked,1,58.36
01/08/2025,,Shipping Cost (over $200),PESADO-NEW,,China-W,Completed,1,0.00
01/08/2025,PF02GABK-Riga-HY,Pesado HYBRID Spouted Portafilter GA - Black/Riga,PESADO-NEW,PESADO,China-W,Completed,1,173.88
01/08/2025,V2-PSDring-58mm,Pesado Magnetic 58mm Dosing Ring,PESADO-NEW,PESADO,China-W,Completed,1,27.29
01/08/2025,PSDcrusherRIGA,Pesado Clump Crusher - Riga,PESADO-NEW,PESADO,China-W,Completed,1,41.32
01/08/2025,V2-PSDcrusher-Stand,Pesado V2 Clump Crusher Stand (WDT tool),PESADO-NEW,PESADO,China-W,Completed,1,21.84
01/08/2025,PSDshot-mirror,Pesado Espresso Shot Mirror - Black,PESADO-NEW,PESADO,China-W,Completed,1,33.52
01/08/2025,,Shipping Cost (Over $89 AUD),PESADO-NEW,,Main Warehouse,Parked,1,0.00
01/08/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO-NEW,PESADO,Main Warehouse,Parked,1,52.52
01/08/2025,PF02BR54-WHPOM-HY,Pesado HYBRID Double Spouted Portafilter Breville 54mm - White Full POM,PESADO-NEW,PESADO,Main Warehouse,Parked,1,108.57
01/08/2025,EP-BR-18g,EP-BR-18g Pesado Basket - electro polished basket,PESADO-NEW,PESADO,Main Warehouse,Parked,1,21.01
01/08/2025,,Shipping Cost (under $89 AUD),PESADO-NEW,,Main Warehouse,Parked,1,7.79
01/08/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO-NEW,PESADO,Main Warehouse,Parked,1,58.39
01/08/2025,,Shipping Cost (under $89 AUD),PESADO-NEW,,Main Warehouse,Completed,1,7.79
01/08/2025,PSD-HD-MV,"High Diffusion shower screen for (NS,VA, Breville 58)",PESADO-NEW,PESADO,Main Warehouse,Completed,1,68.51
01/08/2025,,Shipping Cost (under $89 AUD),PESADO-NEW,,Main Warehouse,Parked,1,7.79
01/08/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO-NEW,PESADO,Main Warehouse,Parked,1,58.39
01/08/2025,,Shipping Cost (Australia Post Express),PESADO-NEW,,Main Warehouse,Parked,1,14.81
01/08/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO-NEW,PESADO,Main Warehouse,Parked,1,58.45
01/08/2025,,Rounding,PESADO-NEW,,Main Warehouse,Completed,1,-0.07
01/08/2025,,Shipping Cost (Over $89 AUD),PESADO-NEW,,Main Warehouse,Completed,1,0.00
01/08/2025,PSDshot-mirror,Pesado Espresso Shot Mirror - Black,PESADO-NEW,PESADO,Main Warehouse,Completed,1,27.79
01/08/2025,PSD-Beanstand-combo,Magnetic Bean Stand With Single Dose Bean Cellar - 4pcs,PESADO-NEW,PESADO,Main Warehouse,Completed,1,78.92
01/08/2025,PSdepth,PSDDA - Pesado Depth Adjuster,PESADO-NEW,PESADO,Main Warehouse,Completed,1,34.99
01/08/2025,PSD-puck,Pesado Puck Diffuser Screen 58mm,PESADO-NEW,PESADO,Main Warehouse,Completed,1,18.87
01/08/2025,PSD-PuckHolder,Pesado Double Puck Screen Holder,PESADO-NEW,PESADO,Main Warehouse,Completed,1,20.58
01/08/2025,V2-PSD-distributor,Pesado Impact-Gravity Distributor 58.5mm,PESADO-NEW,PESADO,Main Warehouse,Completed,1,128.33
01/08/2025,PSDBlackRippleSet,Pesado Black Ripple Set,PESADO-NEW,PESADO,Main Warehouse,Completed,1,61.08
01/08/2025,V2-PSDring-58mm,Pesado Magnetic 58mm Dosing Ring,PESADO-NEW,PESADO,Main Warehouse,Completed,1,22.98
01/08/2025,PSD-TampingStation,Pesado Modular Tamping Station,PESADO-NEW,PESADO,Main Warehouse,Completed,1,123.52
01/08/2025,PSDcrusher-Black,Pesado Clump Crusher - Black,PESADO-NEW,PESADO,Main Warehouse,Completed,1,30.19
01/08/2025,,Rounding,PESADO-NEW,,Main Warehouse,Completed,1,-0.01
01/08/2025,,Shipping Cost (under $89 AUD),PESADO-NEW,,Main Warehouse,Completed,1,7.80
01/08/2025,PSD-HD-MV,"High Diffusion shower screen for (NS,VA, Breville 58)",PESADO-NEW,PESADO,Main Warehouse,Completed,1,68.63
01/08/2025,,Rounding,PESADO-NEW,,Main Warehouse,Parked,1,-0.01
01/08/2025,,Shipping Cost (under $89 AUD),PESADO-NEW,,Main Warehouse,Parked,1,7.80
01/08/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO-NEW,PESADO,Main Warehouse,Parked,1,52.63
01/08/2025,,Shipping Cost (Over $89 AUD),PESADO-NEW,,Main Warehouse,Parked,1,0.00
01/08/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO-NEW,PESADO,Main Warehouse,Parked,1,58.48
01/08/2025,EP-BR-18g,EP-BR-18g Pesado Basket - electro polished basket,PESADO-NEW,PESADO,Main Warehouse,Parked,1,21.05
01/08/2025,,Shipping Cost (Over $89 AUD),PESADO-NEW,,Main Warehouse,Completed,1,0.00
01/08/2025,PFH00MV-HY,Pesado HYBRID Naked Portafilter Head Only - 5mm E61,PESADO-NEW,PESADO,Main Warehouse,Completed,1,74.12
01/08/2025,,Shipping Cost (Over $89 AUD),PESADO-NEW,,Main Warehouse,Parked,1,0.00
01/08/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO-NEW,PESADO,Main Warehouse,Parked,1,58.52
01/08/2025,EP-BR-20g,EP-BR-20g Pesado Basket - electro polished basket,PESADO-NEW,PESADO,Main Warehouse,Parked,1,21.07
01/08/2025,,Shipping Cost (under $89 AUD),PESADO-NEW,,Main Warehouse,Completed,1,7.80
01/08/2025,PSD-HD-MV,"High Diffusion shower screen for (NS,VA, Breville 58)",PESADO-NEW,PESADO,Main Warehouse,Completed,1,68.65
01/08/2025,,Shipping Cost (Over $89 AUD),PESADO-NEW,,Main Warehouse,Parked,1,0.00
01/08/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO-NEW,PESADO,Main Warehouse,Parked,1,58.52
01/08/2025,EP-BR-20g,EP-BR-20g Pesado Basket - electro polished basket,PESADO-NEW,PESADO,Main Warehouse,Parked,1,21.07
01/08/2025,,Shipping Cost (Orders Over $100 USD),PESADO-NEW,,Main Warehouse,Completed,1,0.00
01/08/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO-NEW,PESADO,Main Warehouse,Completed,2,133.33
01/08/2025,,Shipping Cost (Over $89 AUD),PESADO-NEW,,Main Warehouse,Parked,1,0.00
01/08/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO-NEW,PESADO,Main Warehouse,Parked,1,58.51
01/08/2025,EP-BR-18g,EP-BR-18g Pesado Basket - electro polished basket,PESADO-NEW,PESADO,Main Warehouse,Parked,1,21.07
01/08/2025,,Rounding,PESADO-NEW,,Main Warehouse,Completed,1,-0.01
01/08/2025,,Shipping Cost (under $89 AUD),PESADO-NEW,,Main Warehouse,Completed,1,7.80
01/08/2025,PSD-HD-MV,"High Diffusion shower screen for (NS,VA, Breville 58)",PESADO-NEW,PESADO,Main Warehouse,Completed,1,61.80
01/08/2025,,Shipping Cost (<0.5),PESADO-NEW,,China-W,Completed,1,20.55
01/08/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO-NEW,PESADO,China-W,Completed,1,68.11
01/08/2025,EP-BR-18g,EP-BR-18g Pesado Basket - electro polished basket,PESADO-NEW,PESADO,China-W,Completed,1,24.61
01/08/2025,,Shipping Cost (Under $100 USD),PESADO-NEW,,Main Warehouse,Completed,1,26.67
01/08/2025,PSD-HD-E61,Pesado High Diffusion Shower Screen E61,PESADO-NEW,PESADO,Main Warehouse,Completed,1,70.80
01/08/2025,,Shipping Cost (Orders Over $100 USD),PESADO-NEW,,Main Warehouse,Parked,1,0.00
01/08/2025,PSD-HD-MV,"High Diffusion shower screen for (NS,VA, Breville 58)",PESADO-NEW,PESADO,Main Warehouse,Parked,1,73.33
01/08/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO-NEW,PESADO,Main Warehouse,Parked,1,66.67
01/08/2025,,Shipping Cost (Over $89 AUD),PESADO-NEW,,Main Warehouse,Parked,1,0.00
01/08/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO-NEW,PESADO,Main Warehouse,Parked,1,52.60
01/08/2025,PSD-HE-54,Pesado He[%] Basket - Breville 54mm,PESADO-NEW,PESADO,Main Warehouse,Parked,1,59.62
01/08/2025,,Shipping Cost (DHL express Int),PESADO-NEW,,Main Warehouse,Completed,1,43.56
01/08/2025,PSD-HE-ME,Pesado He[%] Basket - Medium,PESADO-NEW,PESADO,Main Warehouse,Completed,1,86.67
01/08/2025,,Rounding,PESADO-NEW,,Main Warehouse,Completed,1,-0.01
01/08/2025,,Shipping Cost (Over $89 AUD),PESADO-NEW,,Main Warehouse,Completed,1,0.00
01/08/2025,PFHBR54,Pesado Double Spouted Portafilter Head Only Breville 54mm,PESADO-NEW,PESADO,Main Warehouse,Completed,1,74.34
01/08/2025,,Shipping Cost (Under $100 USD),PESADO-NEW,,Main Warehouse,Parked,1,26.67
01/08/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO-NEW,PESADO,Main Warehouse,Parked,1,66.67
01/08/2025,,Shipping Cost (Under $100 USD),PESADO-NEW,,Main Warehouse,Parked,1,26.67
01/08/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO-NEW,PESADO,Main Warehouse,Parked,1,66.67
01/08/2025,,Rounding,PESADO-NEW,,Main Warehouse,Parked,1,-0.01
01/08/2025,,Shipping Cost (under $89 AUD),PESADO-NEW,,Main Warehouse,Parked,1,7.80
01/08/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO-NEW,PESADO,Main Warehouse,Parked,1,58.44
01/08/2025,,Rounding,PESADO-NEW,,Main Warehouse,Parked,1,-0.01
01/08/2025,,Shipping Cost (under $89 AUD),PESADO-NEW,,Main Warehouse,Parked,1,7.80
01/08/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO-NEW,PESADO,Main Warehouse,Parked,1,58.44
01/08/2025,,Shipping Cost (Under $100 USD),PESADO-NEW,,Main Warehouse,Parked,1,26.67
01/08/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO-NEW,PESADO,Main Warehouse,Parked,1,66.67
01/08/2025,,Rounding,PESADO-NEW,,Main Warehouse,Parked,1,-0.01
01/08/2025,,Shipping Cost (under $89 AUD),PESADO-NEW,,Main Warehouse,Parked,1,7.80
01/08/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO-NEW,PESADO,Main Warehouse,Parked,1,58.44
01/08/2025,,Rounding,PESADO-NEW,,Main Warehouse,Parked,1,-0.03
01/08/2025,,Shipping Cost (under $89 AUD),PESADO-NEW,,Main Warehouse,Parked,1,7.80
01/08/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO-NEW,PESADO,Main Warehouse,Parked,1,58.46
01/08/2025,,Shipping Cost (Under $100 USD),PESADO-NEW,,Main Warehouse,Parked,1,26.67
01/08/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO-NEW,PESADO,Main Warehouse,Parked,1,66.67
01/08/2025,EP-BR-18g,EP-BR-18g Pesado Basket - electro polished basket,PESADO-NEW,PESADO,Main Warehouse,Parked,1,24.00
01/08/2025,,Shipping Cost (<0.5),PESADO-NEW,,China-W,Completed,1,27.92
01/08/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO-NEW,PESADO,China-W,Completed,1,68.36
01/08/2025,,Shipping Cost (Orders Over $100 USD),PESADO-NEW,,Main Warehouse,Completed,1,0.00
01/08/2025,PSD-HD-MV,"High Diffusion shower screen for (NS,VA, Breville 58)",PESADO-NEW,PESADO,Main Warehouse,Completed,3,220.00
01/08/2025,PSD-HE-SM,Pesado He[%] Basket - Small,PESADO-NEW,PESADO,Main Warehouse,Completed,3,234.00
01/08/2025,,Shipping Cost (Orders Over $100 USD),PESADO-NEW,,Main Warehouse,Completed,1,0.00
01/08/2025,PSD-HD-MV,"High Diffusion shower screen for (NS,VA, Breville 58)",PESADO-NEW,PESADO,Main Warehouse,Completed,3,220.00
01/08/2025,PSD-HE-SM,Pesado He[%] Basket - Small,PESADO-NEW,PESADO,Main Warehouse,Completed,2,156.00
01/08/2025,,Shipping Cost (Over $89 AUD),PESADO-NEW,,Main Warehouse,Completed,1,0.00
01/08/2025,PSD-HD-E61,Pesado High Diffusion Shower Screen E61,PESADO-NEW,PESADO,Main Warehouse,Completed,1,74.05
01/08/2025,PSD-HE-SM,Pesado He[%] Basket - Small,PESADO-NEW,PESADO,Main Warehouse,Completed,1,59.62
01/08/2025,,Rounding,PESADO-NEW,,Main Warehouse,Completed,1,-0.01
01/08/2025,,Shipping Cost (under $89 AUD),PESADO-NEW,,Main Warehouse,Completed,1,7.80
01/08/2025,PSD-HD-MV,"High Diffusion shower screen for (NS,VA, Breville 58)",PESADO-NEW,PESADO,Main Warehouse,Completed,1,68.56
01/08/2025,,Shipping Cost (Over $89 AUD),PESADO-NEW,,Main Warehouse,Completed,1,0.00
01/08/2025,PSD-HD-E61,Pesado High Diffusion Shower Screen E61,PESADO-NEW,PESADO,Main Warehouse,Completed,1,74.01
01/08/2025,,Shipping Cost (Over $89 AUD),PESADO-NEW,,Main Warehouse,Completed,1,0.00
01/08/2025,PSD-HD-MV,"High Diffusion shower screen for (NS,VA, Breville 58)",PESADO-NEW,PESADO,Main Warehouse,Completed,1,68.56
01/08/2025,PF00BR58-FullPOM-HY,Pesado HYBRID Naked Portafilter Breville 58mm - Full POM,PESADO-NEW,PESADO,Main Warehouse,Completed,1,85.70
01/08/2025,PSD-puck,Pesado Puck Diffuser Screen 58mm,PESADO-NEW,PESADO,Main Warehouse,Completed,1,21.42
01/08/2025,,Rounding,PESADO-NEW,,Main Warehouse,Completed,1,-0.01
01/08/2025,,Shipping Cost (under $89 AUD),PESADO-NEW,,Main Warehouse,Completed,1,7.80
01/08/2025,PSD-PuckHolder,Pesado Double Puck Screen Holder,PESADO-NEW,PESADO,Main Warehouse,Completed,1,23.37
01/08/2025,PSDHY,Pesado HYBRID Double Spouted Attachment - (LM 6mm - NS - BR 58),PESADO-NEW,PESADO,Main Warehouse,Completed,1,0.00
01/08/2025,,Rounding,PESADO-NEW,,Main Warehouse,Parked,1,-0.01
01/08/2025,,Shipping Cost (under $89 AUD),PESADO-NEW,,Main Warehouse,Parked,1,7.80
01/08/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO-NEW,PESADO,Main Warehouse,Parked,1,58.42
01/08/2025,,Shipping Cost (Over $89 AUD),PESADO-NEW,,Main Warehouse,Completed,1,0.00
01/08/2025,PSD-HD-MV,"High Diffusion shower screen for (NS,VA, Breville 58)",PESADO-NEW,PESADO,Main Warehouse,Completed,1,68.56
01/08/2025,EP-20g,EP-20g Pesado Basket -electro polished basket,PESADO-NEW,PESADO,Main Warehouse,Completed,1,23.37
01/08/2025,,Rounding,PESADO-NEW,,Main Warehouse,Completed,1,-0.01
01/08/2025,,Shipping Cost (under $89 AUD),PESADO-NEW,,Main Warehouse,Completed,1,7.80
01/08/2025,PSD-HD-MV,"High Diffusion shower screen for (NS,VA, Breville 58)",PESADO-NEW,PESADO,Main Warehouse,Completed,1,68.56
01/08/2025,,Shipping Cost (Over $89 AUD),PESADO-NEW,,Main Warehouse,Parked,1,0.00
01/08/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO-NEW,PESADO,Main Warehouse,Parked,1,58.44
01/08/2025,EP-BR-20g,EP-BR-20g Pesado Basket - electro polished basket,PESADO-NEW,PESADO,Main Warehouse,Parked,1,21.03
01/08/2025,,Rounding,PESADO-NEW,,Main Warehouse,Completed,1,-0.01
01/08/2025,,Shipping Cost (under $89 AUD),PESADO-NEW,,Main Warehouse,Completed,1,7.80
01/08/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO-NEW,PESADO,Main Warehouse,Completed,1,58.44
01/08/2025,,Shipping Cost (Over $89 AUD),PESADO-NEW,,Main Warehouse,Parked,1,0.00
01/08/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO-NEW,PESADO,Main Warehouse,Parked,1,58.44
01/08/2025,EP-BR-18g,EP-BR-18g Pesado Basket - electro polished basket,PESADO-NEW,PESADO,Main Warehouse,Parked,1,21.03
01/08/2025,,Shipping Cost (Australia Post Express),PESADO-NEW,,Main Warehouse,Parked,1,14.03
01/08/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO-NEW,PESADO,Main Warehouse,Parked,1,58.44
01/08/2025,,Shipping Cost (Under $100 USD),PESADO-NEW,,Main Warehouse,Parked,1,26.67
01/08/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO-NEW,PESADO,Main Warehouse,Parked,1,66.67
01/08/2025,,Rounding,PESADO-NEW,,Main Warehouse,Completed,1,-0.01
01/08/2025,,Shipping Cost (under $89 AUD),PESADO-NEW,,Main Warehouse,Completed,1,7.80
01/08/2025,PSD-HD-MV,"High Diffusion shower screen for (NS,VA, Breville 58)",PESADO-NEW,PESADO,Main Warehouse,Completed,1,68.57
01/08/2025,,Shipping Cost (Under $100 USD),PESADO-NEW,,Main Warehouse,Parked,1,26.67
01/08/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO-NEW,PESADO,Main Warehouse,Parked,1,66.67
01/08/2025,,Shipping Cost (DHL express Int),PESADO-NEW,,Main Warehouse,Completed,1,43.56
01/08/2025,PSD-HD-MV,"High Diffusion shower screen for (NS,VA, Breville 58)",PESADO-NEW,PESADO,Main Warehouse,Completed,1,73.33
01/08/2025,,Rounding,PESADO-NEW,,Main Warehouse,Parked,1,-0.01
01/08/2025,,Shipping Cost (under $89 AUD),PESADO-NEW,,Main Warehouse,Parked,1,7.80
01/08/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO-NEW,PESADO,Main Warehouse,Parked,1,58.44
01/08/2025,,Shipping Cost (Over $89 AUD),PESADO-NEW,,Main Warehouse,Parked,1,0.00
01/08/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO-NEW,PESADO,Main Warehouse,Parked,1,58.44
01/08/2025,EP-BR-18g,EP-BR-18g Pesado Basket - electro polished basket,PESADO-NEW,PESADO,Main Warehouse,Parked,1,21.03
01/08/2025,,Shipping Cost (Orders Over $100 USD),PESADO-NEW,,Main Warehouse,Completed,1,0.00
01/08/2025,V2-PSD-distributor,Pesado Impact-Gravity Distributor 58.5mm,PESADO-NEW,PESADO,Main Warehouse,Completed,1,160.00
01/08/2025,,Rounding,PESADO-NEW,,Main Warehouse,Parked,1,-0.01
01/08/2025,,Shipping Cost (under $89 AUD),PESADO-NEW,,Main Warehouse,Parked,1,7.80
01/08/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO-NEW,PESADO,Main Warehouse,Parked,1,58.41
01/08/2025,,Shipping Cost (Under $100 USD),PESADO-NEW,,Main Warehouse,Completed,1,26.67
01/08/2025,PSD-HD-MV,"High Diffusion shower screen for (NS,VA, Breville 58)",PESADO-NEW,PESADO,Main Warehouse,Completed,1,73.33
01/08/2025,,Shipping Cost (Over $89 AUD),PESADO-NEW,,Main Warehouse,Completed,1,0.00
01/08/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO-NEW,PESADO,Main Warehouse,Completed,1,58.41
01/08/2025,PSD-HE-LG,Pesado He[%] Basket - Large,PESADO-NEW,PESADO,Main Warehouse,Completed,1,66.21
01/08/2025,PSD-puck,Pesado Puck Diffuser Screen 58mm,PESADO-NEW,PESADO,Main Warehouse,Completed,1,21.42
01/08/2025,PSD-PuckHolder,Pesado Double Puck Screen Holder,PESADO-NEW,PESADO,Main Warehouse,Completed,1,23.37
01/08/2025,PSD-Beanstand-combo,Magnetic Bean Stand With Single Dose Bean Cellar - 4pcs,PESADO-NEW,PESADO,Main Warehouse,Completed,1,89.56
01/08/2025,V2-PSDring-58mm,Pesado Magnetic 58mm Dosing Ring,PESADO-NEW,PESADO,Main Warehouse,Completed,1,26.10
01/08/2025,,Shipping Cost (Orders Over $100 USD),PESADO-NEW,,Main Warehouse,Completed,1,0.00
01/08/2025,PRE-BR54-SET,Breville 54mm Hybrid Precision Set,PESADO-NEW,PESADO,Main Warehouse,Completed,1,242.40
01/08/2025,PSD-puck-54,Pesado Puck Diffuser Screen 54mm,PESADO-NEW,PESADO,Main Warehouse,Completed,1,24.00
01/08/2025,,Rounding,PESADO-NEW,,Main Warehouse,Parked,1,-0.01
01/08/2025,,Shipping Cost (under $89 AUD),PESADO-NEW,,Main Warehouse,Parked,1,7.80
01/08/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO-NEW,PESADO,Main Warehouse,Parked,1,58.41
01/08/2025,,Rounding,PESADO-NEW,,Main Warehouse,Parked,1,-0.01
01/08/2025,,Shipping Cost (under $89 AUD),PESADO-NEW,,Main Warehouse,Parked,1,7.80
01/08/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO-NEW,PESADO,Main Warehouse,Parked,1,58.41
01/08/2025,,Shipping Cost (Orders Over $100 USD),PESADO-NEW,,Main Warehouse,Completed,1,0.00
01/08/2025,PSD-HD-MV,"High Diffusion shower screen for (NS,VA, Breville 58)",PESADO-NEW,PESADO,Main Warehouse,Completed,1,66.00
01/08/2025,PSD-HE-ME,Pesado He[%] Basket - Medium,PESADO-NEW,PESADO,Main Warehouse,Completed,1,78.00
01/08/2025,,Shipping Cost (Under $100 USD),PESADO-NEW,,Main Warehouse,Parked,1,26.67
01/08/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO-NEW,PESADO,Main Warehouse,Parked,1,66.67
01/08/2025,,Shipping Cost (Over $89 AUD),PESADO-NEW,,Main Warehouse,Parked,1,0.00
01/08/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO-NEW,PESADO,Main Warehouse,Parked,1,58.42
01/08/2025,EP-BR-18g,EP-BR-18g Pesado Basket - electro polished basket,PESADO-NEW,PESADO,Main Warehouse,Parked,1,21.03
01/08/2025,,Rounding,PESADO-NEW,,Main Warehouse,Parked,1,-0.01
01/08/2025,,Shipping Cost (under $89 AUD),PESADO-NEW,,Main Warehouse,Parked,1,7.80
01/08/2025,PSD-HD-54,High Diffusion shower screen for (Breville 54mm),PESADO-NEW,PESADO,Main Warehouse,Parked,1,58.42
01/08/2025,,Shipping Cost (Under $100 USD),PESADO-NEW,,Main Warehouse,Completed,1,26.67
01/08/2025,PSD-HD-MV,"High Diffusion shower screen for (NS,VA, Breville 58)",PESADO-NEW,PESADO,Main Warehouse,Completed,1,73.33
