Sales Enquiry as of 31/10/2025,,,,,,,,,
Order Date,Product Code,Product,Customer,Product Group,Warehouse,Status,Quantity,Sub Total,Customer Type
14/02/2025,Courier Fee,Courier Fee,Coffee Machine Warehouse Australia,,Main Warehouse,Completed,1,19.83,AUS Wholesale
14/02/2025,HC7124PK,C Accessories 600ml Jug Pink,Coffee Machine Warehouse Australia,Coffee Accessories,Main Warehouse,Completed,1,12.82,AUS Wholesale
14/02/2025,HC7124VL,C Accessories 600ml Jug Violet,Coffee Machine Warehouse Australia,Coffee Accessories,Main Warehouse,Completed,1,12.82,AUS Wholesale
14/02/2025,HC7124TB,C Accessories 600ml Jug Teal Blue,Coffee Machine Warehouse Australia,Coffee Accessories,Main Warehouse,Completed,1,12.82,AUS Wholesale
14/02/2025,HC7125PK,C Accessories 1lt Jug Pink,Coffee Machine Warehouse Australia,Coffee Accessories,Main Warehouse,Completed,1,16.64,AUS Wholesale
14/02/2025,PSD-puck,Pesado Puck Diffuser Screen 58mm,Shop Sale,PESADO,Main Warehouse,Completed,1,25.00,AUS Wholesale
14/02/2025,PF00LM-BBZ-HY,Pesado HYBRID Naked Portafilter LM 6mm - Black/Bronze,Pesado Korea LTD,PESADO,China-W,Completed,20,"1,293.33",ITL Wholesale
14/02/2025,PF00LM-WHPOM-HY,Pesado HYBRID Naked Portafilter LM 6mm - White Full POM,Pesado Korea LTD,PESADO,China-W,Completed,20,946.67,ITL Wholesale
14/02/2025,V2-PSDring-58mm,Pesado Magnetic 58mm Dosing Ring,Pesado Korea LTD,PESADO,China-W,Completed,200,"2,320.00",ITL Wholesale
14/02/2025,BKPSDTBase,Pesado Black Tamper Base Only 58.5mm,Pesado Korea LTD,PESADO,China-W,Completed,20,666.67,ITL Wholesale
14/02/2025,V2-PSDcrusher-Stand,Pesado V2 Clump Crusher Stand (WDT tool),Pesado Korea LTD,PESADO,China-W,Completed,50,533.34,ITL Wholesale
14/02/2025,Misc. Product,Misc. Product,Pesado Korea LTD,Accessories,China-W,Completed,5,0.00,ITL Wholesale
14/02/2025,TPD-Dial,TPD-Dial,Pesado Korea LTD,PESADO,China-W,Completed,50,133.34,ITL Wholesale
14/02/2025,PSDLBK,Pesado - (4pcs) Coffee Machine legs - Black,Pesado Korea LTD,PESADO,China-W,Completed,50,"1,333.34",ITL Wholesale
14/02/2025,PSD-beantube,Single Dose Bean Cellar - 4pcs,Pesado Korea LTD,PESADO,China-W,Completed,60,"1,000.00",ITL Wholesale
14/02/2025,PSD-Beanstand,Magnetic Bean Stand,Pesado Korea LTD,PESADO,China-W,Completed,20,533.33,ITL Wholesale
14/02/2025,M12 screw,M12 X 80mm,Pesado Korea LTD,PESADO,China-W,Completed,30,100.00,ITL Wholesale
14/02/2025,PFH00BR54-HY,Pesado HYBRID Naked Portafilter Head Only Breville 54mm,Pesado Korea LTD,PESADO,China-W,Completed,5,200.00,ITL Wholesale
14/02/2025,PFH00BR58-HY,Pesado HYBRID Naked Portafilter Head Only Breville 58mm,Pesado Korea LTD,PESADO,China-W,Completed,5,200.00,ITL Wholesale
14/02/2025,PFH00LM-HY,Pesado HYBRID Naked Portafilter Head Only LM 6mm,Pesado Korea LTD,PESADO,China-W,Completed,10,400.00,ITL Wholesale
14/02/2025,PSDTMOD1-Black,Pesado Tamper Multi Handle Module 1 - Black,Pesado Korea LTD,PESADO,China-W,Completed,10,93.33,ITL Wholesale
14/02/2025,PFMOD2-Silver,Pesado Portafilter Multi  Handle Module 2 - Silver,Pesado Korea LTD,PESADO,China-W,Completed,40,986.67,ITL Wholesale
14/02/2025,PFMOD1-Black,Pesado Portafilter Multi  Handle Module 1 - Black,Pesado Korea LTD,PESADO,China-W,Completed,10,93.33,ITL Wholesale
14/02/2025,V2-PSD-distributor,Pesado Impact-Gravity Distributor 58.5mm,Pesado Korea LTD,PESADO,China-W,Completed,60,"5,200.00",ITL Wholesale
14/02/2025,PSD-TampingStation,Pesado Modular Tamping Station,Pesado Korea LTD,PESADO,China-W,Completed,30,"2,600.00",ITL Wholesale
14/02/2025,V2-PSDcrusher-Silver,Pesado Clump Crusher - Silver V2,Pesado Korea LTD,PESADO,China-W,Completed,50,"1,000.00",ITL Wholesale
14/02/2025,V2-PSDcrusher-Black,Pesado Clump Crusher - Black V2,Pesado Korea LTD,PESADO,China-W,Completed,50,"1,000.00",ITL Wholesale
14/02/2025,V2-PSDleva-gold,Pesado Leva knob - Gold V2,Pesado Korea LTD,PESADO,China-W,Completed,10,160.00,ITL Wholesale
14/02/2025,V2-PSDleva-bronze,Pesado Leva knob - Bronze V2,Pesado Korea LTD,PESADO,China-W,Completed,10,160.00,ITL Wholesale
14/02/2025,PSD-puck-54,Pesado Puck Diffuser Screen 54mm,Pesado Korea LTD,PESADO,China-W,Completed,50,400.00,ITL Wholesale
14/02/2025,PSD-puck,Pesado Puck Diffuser Screen 58mm,Pesado Korea LTD,PESADO,China-W,Completed,100,800.00,ITL Wholesale
14/02/2025,PSDjugWH,Pesado Jug - White,Pesado Korea LTD,PESADO,China-W,Completed,72,"1,291.20",ITL Wholesale
14/02/2025,PSDdosingCup-WH,Pesado 58mm Dosing Cup - White,Pesado Korea LTD,PESADO,China-W,Completed,180,"2,088.00",ITL Wholesale
14/02/2025,PSDdosingCup-BK,Pesado 58mm Dosing Cup - Black Ripple edition,Pesado Korea LTD,PESADO,China-W,Completed,360,"4,176.00",ITL Wholesale
14/02/2025,PSD-HE-54,Pesado He[%] Basket - Breville 54mm,Pesado Korea LTD,PESADO,China-W,Completed,36,"1,214.40",ITL Wholesale
14/02/2025,EP-BR-20g,EP-BR-20g Pesado Basket - electro polished basket,Pesado Korea LTD,PESADO,China-W,Completed,50,733.34,ITL Wholesale
14/02/2025,EP-20g,EP-20g Pesado Basket -electro polished basket,Pesado Korea LTD,PESADO,China-W,Completed,200,"2,933.34",ITL Wholesale
14/02/2025,EP-18g,EP-18g Pesado Basket - electro polished basket,Pesado Korea LTD,PESADO,China-W,Completed,150,"2,200.01",ITL Wholesale
14/02/2025,PSDT-53.5-BBZ,Pesado 53.5mm Tamper - Black/Bronze,Pesado Korea LTD,PESADO,China-W,Completed,24,"1,136.00",ITL Wholesale
14/02/2025,PSDTMBBk,Pesado Tamper - Black/Black,Pesado Korea LTD,PESADO,China-W,Completed,24,"1,136.00",ITL Wholesale
14/02/2025,PSDTMWSl,Pesado Tamper - White/Silver,Pesado Korea LTD,PESADO,China-W,Completed,24,"1,136.00",ITL Wholesale
14/02/2025,PSDHY,Pesado HYBRID Double Spouted Attachment - (LM 6mm - NS - BR 58),Pesado Korea LTD,PESADO,China-W,Completed,50,833.34,ITL Wholesale
14/02/2025,PF00NS-WSL-HY,Pesado HYBRID Naked Portafilter NS - White/Silver,Pesado Korea LTD,PESADO,China-W,Completed,10,646.67,ITL Wholesale
14/02/2025,PF00NS-BSL-HY,Pesado HYBRID Naked Portafilter NS - Black/Silver,Pesado Korea LTD,PESADO,China-W,Completed,10,646.67,ITL Wholesale
14/02/2025,PF00LMRaya-HY,Pesado HYBRID Naked Portafilter LM 6mm - Raya,Pesado Korea LTD,PESADO,China-W,Completed,10,690.00,ITL Wholesale
14/02/2025,PF00LMBK-Riga-HY,Pesado HYBRID Naked Portafilter LM 6mm - Black/Riga,Pesado Korea LTD,PESADO,China-W,Completed,10,690.00,ITL Wholesale
14/02/2025,PF00LM-WSL-HY,Pesado HYBRID Naked Portafilter LM 6mm - White/Silver,Pesado Korea LTD,PESADO,China-W,Completed,20,"1,293.33",ITL Wholesale
14/02/2025,PF00LM-FullPOM-HY,Pesado HYBRID Naked Portafilter LM 6mm - Full POM,Pesado Korea LTD,PESADO,China-W,Completed,20,946.67,ITL Wholesale
14/02/2025,PF00LM-BSL-HY,Pesado HYBRID Naked Portafilter LM 6mm - Black/Silver,Pesado Korea LTD,PESADO,China-W,Completed,40,"2,586.67",ITL Wholesale
14/02/2025,PF00LM-BBK-HY,Pesado HYBRID Naked Portafilter LM 6mm - Black/Black,Pesado Korea LTD,PESADO,China-W,Completed,20,"1,293.33",ITL Wholesale
14/02/2025,PF00BR58-WSL-HY,Pesado HYBRID Naked Portafilter Breville 58mm - White/Silver,Pesado Korea LTD,PESADO,China-W,Completed,10,646.67,ITL Wholesale
14/02/2025,PF00BR58-BSL-HY,Pesado HYBRID Naked Portafilter Breville 58mm - Black/Silver,Pesado Korea LTD,PESADO,China-W,Completed,10,646.67,ITL Wholesale
14/02/2025,PF00BR54-WSL-HY,Pesado HYBRID Naked Portafilter Breville 54mm - White/Silver,Pesado Korea LTD,PESADO,China-W,Completed,10,646.67,ITL Wholesale
14/02/2025,PF00BR54-BSL-HY,Pesado HYBRID Naked Portafilter Breville 54mm - Black/Silver,Pesado Korea LTD,PESADO,China-W,Completed,10,646.67,ITL Wholesale
14/02/2025,PF02LM-FullPOM,Pesado Double Spouted Portafilter LM 6mm - Full POM,Pesado Korea LTD,PESADO,China-W,Completed,20,946.67,ITL Wholesale
14/02/2025,,B2B flat fee,Coffee Complex,,Main Warehouse,Completed,1,18.18,AUS Wholesale
14/02/2025,AB3070-ClickTamper,Artisan Barista - Lotus Click Tamper 58.3mm,Coffee Complex,The Artisan Barista,Main Warehouse,Completed,4,210.34,AUS Wholesale
14/02/2025,815079-A,BWT Aqualizer Jug 2.7l incl 1 ctg,Coffee Complex,BWT,Main Warehouse,Completed,4,153.60,AUS Wholesale
14/02/2025,814133-B,Jug filter cartridge (3 pack),Coffee Complex,BWT,Main Warehouse,Completed,4,147.20,AUS Wholesale
13/02/2025,PSDHY,Pesado HYBRID Double Spouted Attachment - (LM 6mm - NS - BR 58),Bombora Supplies Pty Ltd,PESADO,Main Warehouse,Completed,2,38.18,AUS Wholesale
13/02/2025,HG1765,TiAmo Dosing Cup,Bombora Supplies Pty Ltd,Tiamo,Main Warehouse,Completed,36,360.00,AUS Wholesale
13/02/2025,PSDTMBBk,Pesado Tamper - Black/Black,Bombora Supplies Pty Ltd,PESADO,Main Warehouse,Completed,2,130.91,AUS Wholesale
13/02/2025,HC7124PK,C Accessories 600ml Jug Pink,Bombora Supplies Pty Ltd,Coffee Accessories,Main Warehouse,Completed,8,102.53,AUS Wholesale
13/02/2025,HC7123PK,C Accessories 300ml Jug Pink,Bombora Supplies Pty Ltd,Coffee Accessories,Main Warehouse,Completed,5,51.81,AUS Wholesale
13/02/2025,HG2713,HG2713 Cold Drip Brown,Bombora Supplies Pty Ltd,Tiamo Cold Drip,Main Warehouse,Completed,2,330.20,AUS Wholesale
13/02/2025,HG2713BK,HG2713 Cold Drip Black,Bombora Supplies Pty Ltd,Tiamo Cold Drip,Main Warehouse,Completed,1,165.10,AUS Wholesale
13/02/2025,,B2B flat fee,Coffee Galleria,,Main Warehouse,Completed,1,18.18,AUS Wholesale
13/02/2025,Courier Fee,Courier Fee,Coffee Galleria,,Main Warehouse,Completed,1,13.30,AUS Wholesale
13/02/2025,CA3070-Thermometer,C Accessories Analog thermometer,Coffee Galleria,Coffee Accessories,Main Warehouse,Completed,12,121.80,AUS Wholesale
13/02/2025,EP-22g,EP-22g Pesado Basket- electro polished basket,Coffee Galleria,PESADO,Main Warehouse,Completed,12,229.07,AUS Wholesale
13/02/2025,CSSS,Rhino Chocolate Shaker Stainless Steel,Coffee Galleria,Rhinoware,Main Warehouse,Completed,5,42.94,AUS Wholesale
13/02/2025,HG1765,TiAmo Dosing Cup,Coffee Galleria,Tiamo,Main Warehouse,Completed,2,22.80,AUS Wholesale
13/02/2025,HK0537BK,Tiamo CT2000 digital scale with timer - Black,Coffee Galleria,Tiamo,Main Warehouse,Completed,1,84.00,AUS Wholesale
13/02/2025,CATblack,C Accessories Tamper Black,Coffee Galleria,Coffee Accessories,Main Warehouse,Completed,3,75.00,AUS Wholesale
13/02/2025,MoccaMasterFilters,MoccaMaster Filters #4,Coffee Galleria,Moccamaster,Main Warehouse,Completed,4,64.00,AUS Wholesale
13/02/2025,,freight,KL5 Coffee,,China-W,Completed,1,160.00,ITL Wholesale
13/02/2025,EP-22g,EP-22g Pesado Basket- electro polished basket,KL5 Coffee,PESADO,China-W,Completed,6,88.00,ITL Wholesale
13/02/2025,PSDdosingCup-CH,Pesado 58mm Dosing Cup - Charcoal,KL5 Coffee,PESADO,China-W,Completed,6,96.00,ITL Wholesale
13/02/2025,V2-PSDcrusher-Stand,Pesado V2 Clump Crusher Stand (WDT tool),KL5 Coffee,PESADO,China-W,Completed,6,64.00,ITL Wholesale
13/02/2025,PSD-AD-SpringTamper,Pesado x AD C - Self Leveling Spring Tamper,KL5 Coffee,PESADO,China-W,Completed,2,192.00,ITL Wholesale
13/02/2025,PSD-puck,Pesado Puck Diffuser Screen 58mm,KL5 Coffee,PESADO,China-W,Completed,6,80.00,ITL Wholesale
13/02/2025,V2-PSDcrusher-Black,Pesado Clump Crusher - Black V2,KL5 Coffee,PESADO,China-W,Completed,6,144.00,ITL Wholesale
13/02/2025,Courier Fee,Courier Fee,Coffee Machine Technologies,,Main Warehouse,Completed,1,18.37,AUS Wholesale
13/02/2025,HG6171 - Hand Grinder,Stainless Steel Hand Grinder,Coffee Machine Technologies,Tiamo,Main Warehouse,Completed,4,106.92,AUS Wholesale
13/02/2025,AB3070-ClickTamper-54,Artisan Barista - Lotus Click Tamper 53.5mm,Coffee Machine Technologies,The Artisan Barista,Main Warehouse,Completed,5,242.70,AUS Wholesale
13/02/2025,CA3070HG,C Accessories Hand Grinder,Coffee Machine Technologies,Coffee Accessories,Main Warehouse,Completed,4,218.18,AUS Wholesale
13/02/2025,PSDleva-silver,Pesado Leva knob - Silver,Coffee Machine Technologies,PESADO,Main Warehouse,Completed,5,98.19,AUS Wholesale
13/02/2025,PSDleva-Riga,Pesado Leva knob - Riga,Coffee Machine Technologies,PESADO,Main Warehouse,Completed,5,98.19,AUS Wholesale
13/02/2025,PSDleva-gold,Pesado Leva knob - Gold,Coffee Machine Technologies,PESADO,Main Warehouse,Completed,5,98.19,AUS Wholesale
13/02/2025,PSDleva-bronze,Pesado Leva knob - Bronze,Coffee Machine Technologies,PESADO,Main Warehouse,Completed,5,98.19,AUS Wholesale
13/02/2025,V2-PSDcrusher-Stand,Pesado V2 Clump Crusher Stand (WDT tool),Coffee Machine Technologies,PESADO,Main Warehouse,Completed,5,78.00,AUS Wholesale
13/02/2025,PSD-PinUP,Pesado WDT tool Pin upgrade,Coffee Machine Technologies,PESADO,Main Warehouse,Completed,20,272.76,AUS Wholesale
12/02/2025,,B2B Pickup/Dropship,All Appliances Service and Sales,,Main Warehouse,Completed,1,10.00,AUS Wholesale
12/02/2025,WFMaxS,BWT Bestmax S Premium Filter Cartridge,All Appliances Service and Sales,BWT,Main Warehouse,Completed,1,117.00,AUS Wholesale
12/02/2025,Courier Fee,Courier Fee,Coffee Machine Warehouse Australia,,Main Warehouse,Completed,1,12.09,AUS Wholesale
12/02/2025,CA3070KC,C Accessories Knock Chute,Coffee Machine Warehouse Australia,Coffee Accessories,Main Warehouse,Completed,1,42.00,AUS Wholesale
12/02/2025,Courier Fee,Courier Fee,Coffee Parts PTY LTD,,Main Warehouse,Completed,1,82.91,AUS Wholesale
12/02/2025,V2-PSDring-58mm,Pesado Magnetic 58mm Dosing Ring,Coffee Parts PTY LTD,PESADO,Main Warehouse,Completed,2,36.54,AUS Wholesale
12/02/2025,PF00NS-BSL,Pesado Naked Portafilter NS - Black/Silver,Coffee Parts PTY LTD,PESADO,Main Warehouse,Completed,2,163.63,AUS Wholesale
12/02/2025,PF02LM-BBZ-HY,Pesado HYBRID Double Spouted Portafilter LM 6mm - Black/Bronze,Coffee Parts PTY LTD,PESADO,Main Warehouse,Completed,2,201.82,AUS Wholesale
12/02/2025,AB3070MJ600TBK,Artisan Barista 600ml Jug Metallic Black,Coffee Parts PTY LTD,The Artisan Barista,Main Warehouse,Completed,2,70.91,AUS Wholesale
12/02/2025,PSD-HE-54,Pesado He[%] Basket - Breville 54mm,Coffee Parts PTY LTD,PESADO,Main Warehouse,Completed,2,92.72,AUS Wholesale
12/02/2025,PSD-HE-XL,Pesado He[%] Basket - Extra Large,Coffee Parts PTY LTD,PESADO,Main Warehouse,Completed,4,185.45,AUS Wholesale
12/02/2025,V2-PSDcrusher-Black,Pesado Clump Crusher - Black V2,Coffee Parts PTY LTD,PESADO,Main Warehouse,Completed,6,144.00,AUS Wholesale
12/02/2025,AB3070EK-BK,Artisan Barista 1lt Electric Kettle Black,Coffee Parts PTY LTD,The Artisan Barista,Main Warehouse,Completed,1,84.54,AUS Wholesale
12/02/2025,PSDshot-mirror,Pesado Espresso Shot Mirror - Black,Coffee Parts PTY LTD,PESADO,Main Warehouse,Completed,1,22.09,AUS Wholesale
12/02/2025,PSDjug-BK,Pesado Jug - Black (Black Ripple Edition),Coffee Parts PTY LTD,PESADO,Main Warehouse,Completed,2,58.91,AUS Wholesale
12/02/2025,HG6329,Domestic Cold Drip Unit,Coffee Parts PTY LTD,Tiamo Cold Drip,Main Warehouse,Completed,2,164.94,AUS Wholesale
12/02/2025,HG0949,Jug Rinser Mechanism and Star,Coffee Parts PTY LTD,Tiamo,Main Warehouse,Completed,2,130.91,AUS Wholesale
12/02/2025,HG6352,Cold Drip Coil - 2713,Coffee Parts PTY LTD,Tiamo Cold Drip,Main Warehouse,Completed,2,57.82,AUS Wholesale
12/02/2025,PF00LM-BSL-HY,Pesado HYBRID Naked Portafilter LM 6mm - Black/Silver,Coffee Parts PTY LTD,PESADO,Main Warehouse,Completed,2,163.63,AUS Wholesale
12/02/2025,CA3070TM1,C Accessories - Tamping Corner Mat Small,Coffee Parts PTY LTD,Coffee Accessories,Main Warehouse,Completed,2,24.00,AUS Wholesale
12/02/2025,PSDdosingCup-BK-54,Pesado 54mm Dosing Cup - Black,Coffee Parts PTY LTD,PESADO,Main Warehouse,Completed,3,57.28,AUS Wholesale
12/02/2025,V2-PSDring-54mm,Pesado Magnetic 54mm Dosing Ring,Coffee Parts PTY LTD,PESADO,Main Warehouse,Completed,3,54.81,AUS Wholesale
12/02/2025,HC7107BK,Tiamo Tapered Jug 450ml - Matte Black,Coffee Parts PTY LTD,Tiamo,Main Warehouse,Completed,4,92.79,AUS Wholesale
12/02/2025,HC7123ST,C Accessories 300ml Jug Stainless Steel,Coffee Parts PTY LTD,Coffee Accessories,Main Warehouse,Completed,6,40.90,AUS Wholesale
12/02/2025,HC7124ST,C Accessories 600ml Jug Stainless Steel,Coffee Parts PTY LTD,Coffee Accessories,Main Warehouse,Completed,6,45.83,AUS Wholesale
12/02/2025,HG3021,Cold Drip Paper Filters 60mm,Coffee Parts PTY LTD,Tiamo,Main Warehouse,Completed,10,45.00,AUS Wholesale
11/02/2025,Courier Fee,Courier Fee,Hotel Agencies,,Main Warehouse,Completed,1,23.94,AUS Wholesale
11/02/2025,HC7123ST,C Accessories 300ml Jug Stainless Steel,Hotel Agencies,Coffee Accessories,Main Warehouse,Completed,12,81.79,AUS Wholesale
11/02/2025,PalloBK,Pallo Group Head Brush with Scoop Black,Hotel Agencies,Accessories,Main Warehouse,Completed,5,77.81,AUS Wholesale
11/02/2025,CA3070KT,C Accessories Commercial Knock Tube,Hotel Agencies,Coffee Accessories,Main Warehouse,Completed,2,84.00,AUS Wholesale
11/02/2025,AB3070MJ600TBK,Artisan Barista 600ml Jug Metallic Black,Shop Sale,The Artisan Barista,Main Warehouse,Completed,1,53.18,AUS Wholesale
11/02/2025,PSDTMBKRiga,Pesado Tamper - Black/Riga,Shop Sale,PESADO,Main Warehouse,Completed,1,106.36,AUS Wholesale
11/02/2025,V2-PSD-distributor,Pesado Impact-Gravity Distributor 58.5mm,Shop Sale,PESADO,Main Warehouse,Completed,1,135.00,AUS Wholesale
10/02/2025,Courier Fee,Courier Fee,PROKURE Aus PTY LTD - Alternative Brewing,,Main Warehouse,Completed,1,16.04,AUS Wholesale
10/02/2025,JRStar - Black Plastic,TiAmo JugRinser Star - Black Plastic,PROKURE Aus PTY LTD - Alternative Brewing,Tiamo,Main Warehouse,Completed,30,408.96,AUS Wholesale
10/02/2025,HG3021,Cold Drip Paper Filters 60mm,PROKURE Aus PTY LTD - Alternative Brewing,Tiamo,Main Warehouse,Completed,50,225.00,AUS Wholesale
10/02/2025,PSD-beantube,Single Dose Bean Cellar - 4pcs,PROKURE Aus PTY LTD - Alternative Brewing,PESADO,Main Warehouse,Completed,20,436.32,AUS Wholesale
10/02/2025,PSDHY,Pesado HYBRID Double Spouted Attachment - (LM 6mm - NS - BR 58),PROKURE Aus PTY LTD - Alternative Brewing,PESADO,Main Warehouse,Completed,9,171.83,AUS Wholesale
10/02/2025,PF00BR58BK-Riga-HY,Pesado HYBRID Naked Portafilter Breville 58mm - Black/Riga,PROKURE Aus PTY LTD - Alternative Brewing,PESADO,Main Warehouse,Completed,1,87.27,AUS Wholesale
10/02/2025,V2-PSDring-54mm,Pesado Magnetic 54mm Dosing Ring,PROKURE Aus PTY LTD - Alternative Brewing,PESADO,Main Warehouse,Completed,20,365.40,AUS Wholesale
10/02/2025,PSDTMBKRiga,Pesado Tamper - Black/Riga,PROKURE Aus PTY LTD - Alternative Brewing,PESADO,Main Warehouse,Completed,4,283.63,AUS Wholesale
10/02/2025,AB3070S-Tray,Artisan Barista Aluminium Tray For Scale,PROKURE Aus PTY LTD - Alternative Brewing,The Artisan Barista,Main Warehouse,Completed,4,72.00,AUS Wholesale
10/02/2025,QC3533P,"BWT MaxiPro Ctg 10"" CTO Scale/Molded Block MKII",Complete Espresso,BWT,Main Warehouse,Completed,2,107.80,AUS Wholesale
10/02/2025,MGHBKC3,BWT MaxiPro Head & Bracket Kit  (Grey),Complete Espresso,BWT,Main Warehouse,Completed,1,35.91,AUS Wholesale
10/02/2025,Courier Fee,Courier Fee,First Cup Indonesia,,China-W,Completed,1,20.00,AUS Wholesale
10/02/2025,PFH02NS-HY,Pesado HYBRID Double Spouted Portafilter Head Only NS,First Cup Indonesia,PESADO,China-W,Completed,1,0.00,AUS Wholesale
10/02/2025,PF02LM-BSL-HY,Pesado HYBRID Double Spouted Portafilter LM 6mm - Black/Silver,First Cup Indonesia,PESADO,China-W,Completed,2,218.63,AUS Wholesale
10/02/2025,PF02MV-BSL-HY,Pesado HYBRID Double Spouted Portafilter 5mm E61 - Black/Silver,First Cup Indonesia,PESADO,China-W,Completed,1,109.32,AUS Wholesale
10/02/2025,PF02NS-BSL-HY,Pesado HYBRID Double Spouted Portafilter NS - Black/Silver,First Cup Indonesia,PESADO,China-W,Completed,1,109.32,AUS Wholesale
10/02/2025,PF02BR58-BSL-HY,Pesado HYBRID Double Spouted Portafilter Breville 58mm - Black/Silver,First Cup Indonesia,PESADO,China-W,Completed,1,109.32,AUS Wholesale
10/02/2025,PF02BR58BK-Riga-HY,Pesado HYBRID Double Spouted Portafilter Breville 58mm - Black/Riga,First Cup Indonesia,PESADO,China-W,Completed,1,115.23,AUS Wholesale
10/02/2025,PSD-HE-ME,Pesado He[%] Basket - Medium,First Cup Indonesia,PESADO,China-W,Completed,3,150.68,AUS Wholesale
10/02/2025,PSD-HE-LG,Pesado He[%] Basket - Large,First Cup Indonesia,PESADO,China-W,Completed,4,200.90,AUS Wholesale
10/02/2025,PFH02BR58-HY,Pesado HYBRID Double Spouted Portafilter Head Only Breville 58mm,First Cup Indonesia,PESADO,China-W,Completed,1,0.00,AUS Wholesale
07/02/2025,Courier Fee,Courier Fee,Campos Coffee,,Main Warehouse,Completed,1,23.17,AUS Wholesale
07/02/2025,Courier Fee,Courier Fee,Campos Coffee,,Main Warehouse,Completed,1,23.17,AUS Wholesale
07/02/2025,Tamp-M-BK,Tamp Master - Automatic Tamping Machine - Black,Campos Coffee,Tamp-M,Main Warehouse,Completed,3,"3,477.27",AUS Wholesale
07/02/2025,Tamp-M-WH,Tamp Master - Automatic Tamping Machine - White,Campos Coffee,Tamp-M,Main Warehouse,Completed,3,"3,477.27",AUS Wholesale
07/02/2025,Courier Fee,Courier Fee,D'Angelo Coffee,,Main Warehouse,Completed,1,42.92,AUS Wholesale
07/02/2025,HG6356,HG6333/HG2605 Liquid Holder,D'Angelo Coffee,Tiamo Cold Drip,Main Warehouse,Completed,1,84.00,AUS Wholesale
07/02/2025,HG6333,Cold Drip Bamboo,D'Angelo Coffee,Tiamo Cold Drip,Main Warehouse,Completed,1,243.88,AUS Wholesale
14/02/2025,Courier Fee,Courier Fee,Jacobs Douwe Egberts AU PTY LTD,,Main Warehouse,Completed,1,200.00,AUS Wholesale
14/02/2025,SS- Trolley,Stainless Steel Trolley  1200 x 700 x 900,Jacobs Douwe Egberts AU PTY LTD,,Main Warehouse,Completed,1,"2,500.00",AUS Wholesale
07/02/2025,Courier Fee,Courier Fee,JDE B2B TM,,Main Warehouse,Completed,1,11.96,JDE B2B
07/02/2025,Courier Fee,Courier Fee,JDE B2B TM,,Main Warehouse,Completed,1,16.83,JDE B2B
07/02/2025,CA3070-Thermometer,C Accessories Analog thermometer,JDE B2B TM,Coffee Accessories,Main Warehouse,Completed,12,174.00,JDE B2B
07/02/2025,HC7125ST,C Accessories 1lt Jug Stainless Steel,JDE B2B TM,Coffee Accessories,Main Warehouse,Completed,6,78.00,JDE B2B
07/02/2025,AB3070S-BK,Artisan Barista - Barista Precision Scale - Black,JDE B2B TM,The Artisan Barista,Main Warehouse,Completed,2,96.00,JDE B2B
07/02/2025,RWBaristaCloth,Barista Cloth Set - 4 Pack,JDE B2B TM,Rhinoware,Main Warehouse,Completed,4,52.00,JDE B2B
07/02/2025,CA3070TM1,C Accessories - Tamping Corner Mat Small,JDE B2B TM,Coffee Accessories,Main Warehouse,Completed,6,96.00,JDE B2B
07/02/2025,HC7124ST,C Accessories 600ml Jug Stainless Steel,JDE B2B TM,Coffee Accessories,Main Warehouse,Completed,6,60.00,JDE B2B
07/02/2025,HG1765,TiAmo Dosing Cup,JDE B2B TM,Tiamo,Main Warehouse,Completed,4,56.00,JDE B2B
07/02/2025,GroupBrush,Group Head Cleaning Brush,JDE B2B TM,Accessories,Main Warehouse,Completed,12,48.00,JDE B2B
07/02/2025,Courier Fee,Courier Fee,Veneziano Coffee Roasters Pty Ltd,,Main Warehouse,Completed,1,23.17,AUS Wholesale
07/02/2025,Tamp-M-WH,Tamp Master - Automatic Tamping Machine - White,Veneziano Coffee Roasters Pty Ltd,Tamp-M,Main Warehouse,Completed,1,"1,090.90",AUS Wholesale
07/02/2025,Courier Fee,Courier Fee,Coffee Parts PTY LTD,,Main Warehouse,Completed,1,45.90,AUS Wholesale
07/02/2025,HG2713,HG2713 Cold Drip Brown,Coffee Parts PTY LTD,Tiamo Cold Drip,Main Warehouse,Completed,1,178.12,AUS Wholesale
07/02/2025,PF00LM-BBZ,Pesado Naked Portafilter LM 6mm - Black/Bronze,Coffee Parts PTY LTD,PESADO,Main Warehouse,Completed,1,81.82,AUS Wholesale
07/02/2025,HC7115GR,WPM Jug Green IVY LKY,Coffee Parts PTY LTD,WPM,Main Warehouse,Completed,1,34.36,AUS Wholesale
07/02/2025,PSDTMBSl,Pesado Tamper - Black/Silver,Coffee Parts PTY LTD,PESADO,Main Warehouse,Completed,1,65.45,AUS Wholesale
07/02/2025,PF00LM-BBK,Pesado Naked Portafilter LM 6mm - Black/Black,Coffee Parts PTY LTD,PESADO,Main Warehouse,Completed,1,81.82,AUS Wholesale
07/02/2025,AB3070EK-WH,Artisan Barista 1lt Electric Kettle White,Coffee Parts PTY LTD,The Artisan Barista,Main Warehouse,Completed,1,84.54,AUS Wholesale
07/02/2025,PF02BR58-FullPOM,Pesado Double Spouted Portafilter Breville 58mm - Full POM,Coffee Parts PTY LTD,PESADO,Main Warehouse,Completed,1,60.00,AUS Wholesale
