Production Enquiry as of 31/10/2025,,,,,,,,,
Assembly Number,Assembly Date,Assemble By,Product Code,Product Description,Product Group,Warehouse,Quantity,Total Cost,Assembly Status
ASM-00027423,03/03/2025,03/02/2025,PFMOD2-Black,Pesado Portafilter Multi  Handle Module 2 - Black,PESADO,Main Warehouse,-1,-12.69,Completed
ASM-00027423,03/03/2025,03/02/2025,PFMOD1-Black,Pesado Portafilter Multi  Handle Module 1 - Black,PESADO,Main Warehouse,-1,-3.43,Completed
ASM-00027423,03/03/2025,03/02/2025,PFH00MV-HY,Pesado HYBRID Naked Portafilter Head Only - 5mm E61,PESADO,Main Warehouse,-1,-21.99,Completed
ASM-00027423,03/03/2025,03/02/2025,PF02MV-BBK-HY,Pesado HYBRID Double Spouted Portafilter 5mm E61 - Black/Black,PESADO,Main Warehouse,1,43.44,Completed
ASM-00027422,03/03/2025,03/02/2025,PSD02Spout,Pesado Spout - Double,PESADO,Main Warehouse,-3,-11.71,Completed
ASM-00027422,03/03/2025,03/02/2025,PortafilterSpring,Filter Blocking Spring 1.20mm,Coffee Machine Parts & Accesories,Main Warehouse,-3,-1.43,Completed
ASM-00027422,03/03/2025,03/02/2025,PFMOD1-White,Pesado Portafilter Multi  Handle Module 1 - White,PESADO,Main Warehouse,-3,-10.61,Completed
ASM-00027422,03/03/2025,03/02/2025,PFHLM,Pesado Double Spouted Portafilter  Head Only LM 6mm,PESADO,Main Warehouse,-3,-60.85,Completed
ASM-00027422,03/03/2025,03/02/2025,PFMOD2-Riga,Pesado Portafilter Multi Handle Module 2 - Riga,PESADO,Main Warehouse,-3,-26.37,Completed
ASM-00027422,03/03/2025,03/02/2025,PF02LMWH-Riga,Pesado Double Spouted Portafilter LM 6mm - White/Riga,PESADO,Main Warehouse,3,110.97,Completed
ASM-00027421,04/02/2025,03/02/2025,PSD-PinUP,Pesado WDT tool Pin upgrade,PESADO,Main Warehouse,-2,-7.14,Completed
ASM-00027421,04/02/2025,03/02/2025,PSDleva-Raya,Pesado Leva knob - Raya,PESADO,Main Warehouse,-2,-18.03,Completed
ASM-00027421,04/02/2025,03/02/2025,PSDcrusherRAYA,Pesado Clump Crusher - Raya,PESADO,Main Warehouse,2,25.17,Completed
ASM-00027420,04/02/2025,03/02/2025,PSD-PinUP,Pesado WDT tool Pin upgrade,PESADO,Main Warehouse,-2,-7.14,Completed
ASM-00027420,04/02/2025,03/02/2025,PSDleva-Iris,Pesado Leva knob - Iris,PESADO,Main Warehouse,-2,-17.28,Completed
ASM-00027420,04/02/2025,03/02/2025,PSDcrusherIRIS,Pesado Clump Crusher - Iris,PESADO,Main Warehouse,2,24.42,Completed
ASM-00027419,03/02/2025,03/02/2025,PSDHFullPOM,Pesado Portafilter Handle Only - Full POM,PESADO,Main Warehouse,-4,-21.40,Completed
ASM-00027419,03/02/2025,03/02/2025,PSD02Spout,Pesado Spout - Double,PESADO,Main Warehouse,-4,-15.62,Completed
ASM-00027419,03/02/2025,03/02/2025,PortafilterSpring,Filter Blocking Spring 1.20mm,Coffee Machine Parts & Accesories,Main Warehouse,-4,-1.91,Completed
ASM-00027419,03/02/2025,03/02/2025,PFHLM,Pesado Double Spouted Portafilter  Head Only LM 6mm,PESADO,Main Warehouse,-4,-81.13,Completed
ASM-00027419,03/02/2025,03/02/2025,PF02LM-FullPOM,Pesado Double Spouted Portafilter LM 6mm - Full POM,PESADO,Main Warehouse,4,120.06,Completed
ASM-00027417,03/02/2025,03/02/2025,PSDTMOD2-Dusk,Pesado Tamper Multi Handle Module 2 - Dusk,PESADO,Main Warehouse,-1,-5.56,Completed
ASM-00027417,03/02/2025,03/02/2025,PSDTMOD1-Black,Pesado Tamper Multi Handle Module 1 - Black,PESADO,Main Warehouse,-1,-4.09,Completed
ASM-00027417,03/02/2025,03/02/2025,PSDTBR54base,Pesado Tamper Base Only 54mm,PESADO,Main Warehouse,-1,-11.01,Completed
ASM-00027417,03/02/2025,03/02/2025,PSDT-53.5-BDK,Pesado 53.5mm Tamper - Black/Dusk,PESADO,Main Warehouse,1,20.66,Completed
ASM-00027416,03/02/2025,03/02/2025,PSDHFullPOM,Pesado Portafilter Handle Only - Full POM,PESADO,Main Warehouse,-1,-5.35,Completed
ASM-00027416,03/02/2025,03/02/2025,PortafilterSpring,Filter Blocking Spring 1.20mm,Coffee Machine Parts & Accesories,Main Warehouse,-1,-0.48,Completed
ASM-00027416,03/02/2025,03/02/2025,PFH00NS-HY,Pesado HYBRID Naked Portafilter Head Only NS,PESADO,Main Warehouse,-1,-20.74,Completed
ASM-00027416,03/02/2025,03/02/2025,PF00NS-FullPOM-HY,Pesado HYBRID Naked Portafilter NS - Full POM,PESADO,Main Warehouse,1,26.57,Completed
ASM-00027415,03/02/2025,03/02/2025,PortafilterSpring,Filter Blocking Spring 1.20mm,Coffee Machine Parts & Accesories,Main Warehouse,-1,-0.48,Completed
ASM-00027415,03/02/2025,03/02/2025,PFMOD1-Black,Pesado Portafilter Multi  Handle Module 1 - Black,PESADO,Main Warehouse,-1,-3.41,Completed
ASM-00027415,03/02/2025,03/02/2025,PFH00BR58-HY,Pesado HYBRID Naked Portafilter Head Only Breville 58mm,PESADO,Main Warehouse,-1,-18.03,Completed
ASM-00027415,03/02/2025,03/02/2025,PFMOD2-Riga,Pesado Portafilter Multi Handle Module 2 - Riga,PESADO,Main Warehouse,-1,-8.79,Completed
ASM-00027415,03/02/2025,03/02/2025,PF00BR58BK-Riga-HY,Pesado HYBRID Naked Portafilter Breville 58mm - Black/Riga,PESADO,Main Warehouse,1,30.71,Completed
ASM-00027414,03/02/2025,03/02/2025,PortafilterSpring,Filter Blocking Spring 1.20mm,Coffee Machine Parts & Accesories,Main Warehouse,-1,-0.48,Completed
ASM-00027414,03/02/2025,03/02/2025,PFMOD2-Silver,Pesado Portafilter Multi  Handle Module 2 - Silver,PESADO,Main Warehouse,-1,-8.00,Completed
ASM-00027414,03/02/2025,03/02/2025,PFMOD1-Black,Pesado Portafilter Multi  Handle Module 1 - Black,PESADO,Main Warehouse,-1,-3.41,Completed
ASM-00027414,03/02/2025,03/02/2025,PFHBR58,Pesado Double Spouted Portafilter Head Only Breville 58mm,PESADO,Main Warehouse,-1,-20.20,Completed
ASM-00027414,03/02/2025,03/02/2025,PF02BR58-BSL,Pesado Double Spouted Portafilter Breville 58mm - Black/Silver,PESADO,Main Warehouse,1,32.09,Completed
ASM-00027413,03/02/2025,03/02/2025,AB-MAT-PK,Artisan Barista Scale Silicone Mat - Pink,The Artisan Barista,Main Warehouse,-1,0.00,Completed
ASM-00027413,03/02/2025,03/02/2025,AB3070S-BK,Artisan Barista - Barista Precision Scale - Black,The Artisan Barista,Main Warehouse,-1,-33.05,Completed
ASM-00027413,03/02/2025,03/02/2025,AB3070S-PK,Artisan Barista - Barista Precision Scale - Pink Lemonade,The Artisan Barista,Main Warehouse,1,33.05,Completed
ASM-00027412,03/03/2025,03/02/2025,PSDTMOD2-Silver,Pesado Tamper Multi Handle Module 2 - Silver,PESADO,Main Warehouse,-1,-7.20,Completed
ASM-00027412,03/03/2025,03/02/2025,PSDTMOD1-Black,Pesado Tamper Multi Handle Module 1 - Black,PESADO,Main Warehouse,-1,-4.09,Completed
ASM-00027412,03/03/2025,03/02/2025,PSDTHMODBSL,Pesado Modular Tamper Handle-only BSL,Modular Handle Only,Main Warehouse,1,11.29,Completed
ASM-00027411,03/03/2025,03/02/2025,PSD-PinUP,Pesado WDT tool Pin upgrade,PESADO,Main Warehouse,-1,-3.57,Completed
ASM-00027411,03/03/2025,03/02/2025,PSDleva-Raya,Pesado Leva knob - Raya,PESADO,Main Warehouse,-1,-9.02,Completed
ASM-00027411,03/03/2025,03/02/2025,PSDcrusherRAYA,Pesado Clump Crusher - Raya,PESADO,Main Warehouse,1,12.59,Completed
ASM-00027410,03/03/2025,02/02/2025,PortafilterSpring,Filter Blocking Spring 1.20mm,Coffee Machine Parts & Accesories,Main Warehouse,-1,-0.48,Completed
ASM-00027410,03/03/2025,02/02/2025,PFH00MV-HY,Pesado HYBRID Naked Portafilter Head Only - 5mm E61,PESADO,Main Warehouse,-1,-21.99,Completed
ASM-00027410,03/03/2025,02/02/2025,PSDHY,Pesado HYBRID Double Spouted Attachment - (LM 6mm - NS - BR 58),PESADO,Main Warehouse,-1,-4.85,Completed
ASM-00027410,03/03/2025,02/02/2025,PFH02MV-HY,Pesado HYBRID Double Spouted Portafilter Head Only 5mm E61,PESADO,Main Warehouse,1,27.32,Completed
ASM-00027409,03/03/2025,01/02/2025,PSD-PinUP,Pesado WDT tool Pin upgrade,PESADO,Main Warehouse,-1,-3.57,Completed
ASM-00027409,03/03/2025,01/02/2025,PSDleva-black,Pesado Leva knob - Black,PESADO,Main Warehouse,-1,-7.91,Completed
ASM-00027409,03/03/2025,01/02/2025,PSDcrusher-Black,Pesado Clump Crusher - Black,PESADO,Main Warehouse,1,11.48,Completed
ASM-00027408,03/02/2025,30/01/2025,PFH00MV-HY,Pesado HYBRID Naked Portafilter Head Only - 5mm E61,PESADO,Main Warehouse,-1,-21.53,Completed
ASM-00027408,03/02/2025,30/01/2025,PFMOD2-Dusk,Pesado Portafilter Multi Handle Module 2 - Dusk,PESADO,Main Warehouse,-1,-4.87,Completed
ASM-00027408,03/02/2025,30/01/2025,PSDHY,Pesado HYBRID Double Spouted Attachment - (LM 6mm - NS - BR 58),PESADO,Main Warehouse,-1,-4.29,Completed
ASM-00027408,03/02/2025,30/01/2025,PortafilterSpring,Filter Blocking Spring 1.20mm,Coffee Machine Parts & Accesories,Main Warehouse,-1,-0.48,Completed
ASM-00027408,03/02/2025,30/01/2025,PFMOD1-Black,Pesado Portafilter Multi  Handle Module 1 - Black,PESADO,Main Warehouse,-1,-3.41,Completed
ASM-00027408,03/02/2025,30/01/2025,PF02MV-BDK-HY,Pesado HYBRID Double Spouted Portafilter 5mm E61 - Black/Dusk,PESADO,Main Warehouse,1,34.58,Completed
ASM-00027407,03/02/2025,30/01/2025,PFH00MV-HY,Pesado HYBRID Naked Portafilter Head Only - 5mm E61,PESADO,Main Warehouse,-1,-21.53,Completed
ASM-00027407,03/02/2025,30/01/2025,PSDHY,Pesado HYBRID Double Spouted Attachment - (LM 6mm - NS - BR 58),PESADO,Main Warehouse,-1,-4.29,Completed
ASM-00027407,03/02/2025,30/01/2025,PortafilterSpring,Filter Blocking Spring 1.20mm,Coffee Machine Parts & Accesories,Main Warehouse,-1,-0.48,Completed
ASM-00027407,03/02/2025,30/01/2025,PFMOD2-Iris,Pesado Portafilter Multi Handle Module 2 - Iris,PESADO,Main Warehouse,-1,-13.97,Completed
ASM-00027407,03/02/2025,30/01/2025,PFMOD1-Black,Pesado Portafilter Multi  Handle Module 1 - Black,PESADO,Main Warehouse,-1,-3.41,Completed
ASM-00027407,03/02/2025,30/01/2025,PF02MVBK-Iris-HY,Pesado HYBRID Double Spouted portafilter 5mm E61 - Black/Iris,PESADO,Main Warehouse,1,43.68,Completed
ASM-00027406,03/02/2025,29/01/2025,PortafilterSpring,Filter Blocking Spring 1.20mm,Coffee Machine Parts & Accesories,Main Warehouse,-1,-0.48,Completed
ASM-00027406,03/02/2025,29/01/2025,PFMOD2-Silver,Pesado Portafilter Multi  Handle Module 2 - Silver,PESADO,Main Warehouse,-1,-8.00,Completed
ASM-00027406,03/02/2025,29/01/2025,PFMOD1-White,Pesado Portafilter Multi  Handle Module 1 - White,PESADO,Main Warehouse,-1,-3.54,Completed
ASM-00027406,03/02/2025,29/01/2025,PFH00BR54-HY,Pesado HYBRID Naked Portafilter Head Only Breville 54mm,PESADO,Main Warehouse,-1,-21.42,Completed
ASM-00027406,03/02/2025,29/01/2025,PF00BR54-WSL-HY,Pesado HYBRID Naked Portafilter Breville 54mm - White/Silver,PESADO,Main Warehouse,1,33.44,Completed
ASM-00027405,03/02/2025,29/01/2025,PSDTMOD2-Haze,Pesado Tamper Multi Handle Module 2 - Haze,PESADO,Main Warehouse,-1,-4.83,Completed
ASM-00027405,03/02/2025,29/01/2025,PSDTMOD1-White,Pesado Tamper Multi Handle Module 1 - White,PESADO,Main Warehouse,-1,-5.17,Completed
ASM-00027405,03/02/2025,29/01/2025,PSDTBR54base,Pesado Tamper Base Only 54mm,PESADO,Main Warehouse,-1,-11.01,Completed
ASM-00027405,03/02/2025,29/01/2025,PSDT-53.5-WHZ,Pesado 53.5mm Tamper - White/Haze,PESADO,Main Warehouse,1,21.01,Completed
ASM-00027404,03/02/2025,28/01/2025,PortafilterSpring,Filter Blocking Spring 1.20mm,Coffee Machine Parts & Accesories,Main Warehouse,-1,-0.48,Completed
ASM-00027404,03/02/2025,28/01/2025,PFH00MV-HY,Pesado HYBRID Naked Portafilter Head Only - 5mm E61,PESADO,Main Warehouse,-1,-21.53,Completed
ASM-00027404,03/02/2025,28/01/2025,PFMOD2-Dusk,Pesado Portafilter Multi Handle Module 2 - Dusk,PESADO,Main Warehouse,-1,-4.87,Completed
ASM-00027404,03/02/2025,28/01/2025,PFMOD1-White,Pesado Portafilter Multi  Handle Module 1 - White,PESADO,Main Warehouse,-1,-3.54,Completed
ASM-00027404,03/02/2025,28/01/2025,PF00MV-WDK-HY,Pesado HYBRID Naked Portafilter 5mm E61 - White/Dusk,PESADO,Main Warehouse,1,30.42,Completed
ASM-00027403,03/02/2025,27/01/2025,PortafilterSpring,Filter Blocking Spring 1.20mm,Coffee Machine Parts & Accesories,Main Warehouse,-1,-0.48,Completed
ASM-00027403,03/02/2025,27/01/2025,PSDHFullPOM,Pesado Portafilter Handle Only - Full POM,PESADO,Main Warehouse,-1,-5.35,Completed
ASM-00027403,03/02/2025,27/01/2025,PFH00BR54-HY,Pesado HYBRID Naked Portafilter Head Only Breville 54mm,PESADO,Main Warehouse,-1,-21.42,Completed
ASM-00027403,03/02/2025,27/01/2025,PF00BR54-FullPOM-HY,Pesado HYBRID Naked Portafilter Breville 54mm - Full POM,PESADO,Main Warehouse,1,27.25,Completed
ASM-00027402,03/02/2025,26/01/2025,PSD-PinUP,Pesado WDT tool Pin upgrade,PESADO,Main Warehouse,-1,-3.55,Completed
ASM-00027402,03/02/2025,26/01/2025,PSDleva-Raya,Pesado Leva knob - Raya,PESADO,Main Warehouse,-1,-9.02,Completed
ASM-00027402,03/02/2025,26/01/2025,PSDcrusherRAYA,Pesado Clump Crusher - Raya,PESADO,Main Warehouse,1,12.57,Completed
ASM-00027401,03/02/2025,26/01/2025,PortafilterSpring,Filter Blocking Spring 1.20mm,Coffee Machine Parts & Accesories,Main Warehouse,-1,-0.48,Completed
ASM-00027401,03/02/2025,26/01/2025,PFMOD2-Riga,Pesado Portafilter Multi Handle Module 2 - Riga,PESADO,Main Warehouse,-1,-8.79,Completed
ASM-00027401,03/02/2025,26/01/2025,PFMOD1-Black,Pesado Portafilter Multi  Handle Module 1 - Black,PESADO,Main Warehouse,-1,-3.41,Completed
ASM-00027401,03/02/2025,26/01/2025,PFH00BR54-HY,Pesado HYBRID Naked Portafilter Head Only Breville 54mm,PESADO,Main Warehouse,-1,-21.42,Completed
ASM-00027401,03/02/2025,26/01/2025,PF00BR54BK-Riga-HY,Pesado HYBRID Naked Portafilter Breville 54mm - Black/Riga,PESADO,Main Warehouse,1,34.10,Completed
ASM-00027400,03/02/2025,26/01/2025,PFH00MV-HY,Pesado HYBRID Naked Portafilter Head Only - 5mm E61,PESADO,Main Warehouse,-1,-21.53,Completed
ASM-00027400,03/02/2025,26/01/2025,PSDHY,Pesado HYBRID Double Spouted Attachment - (LM 6mm - NS - BR 58),PESADO,Main Warehouse,-1,-4.29,Completed
ASM-00027400,03/02/2025,26/01/2025,PortafilterSpring,Filter Blocking Spring 1.20mm,Coffee Machine Parts & Accesories,Main Warehouse,-1,-0.48,Completed
ASM-00027400,03/02/2025,26/01/2025,PFMOD2-Bronze,Pesado Portafilter Multi  Handle Module 2 - Bronze,PESADO,Main Warehouse,-1,-11.96,Completed
ASM-00027400,03/02/2025,26/01/2025,PFMOD1-White,Pesado Portafilter Multi  Handle Module 1 - White,PESADO,Main Warehouse,-1,-3.54,Completed
ASM-00027400,03/02/2025,26/01/2025,PF02MV-WBZ-HY,Pesado HYBRID Double Spouted Portafilter 5mm E61 - White/Bronze,PESADO,Main Warehouse,1,41.80,Completed
ASM-00027399,03/02/2025,26/01/2025,PSD-HE-LG,Pesado He[%] Basket - Large,PESADO,Main Warehouse,-1,-14.79,Completed
ASM-00027399,03/02/2025,26/01/2025,PSDHY,Pesado HYBRID Double Spouted Attachment - (LM 6mm - NS - BR 58),PESADO,Main Warehouse,-1,-4.29,Completed
ASM-00027399,03/02/2025,26/01/2025,PFH00BR58-HY,Pesado HYBRID Naked Portafilter Head Only Breville 58mm,PESADO,Main Warehouse,-1,-18.03,Completed
ASM-00027399,03/02/2025,26/01/2025,PortafilterSpring,Filter Blocking Spring 1.20mm,Coffee Machine Parts & Accesories,Main Warehouse,-1,-0.48,Completed
ASM-00027399,03/02/2025,26/01/2025,PFMOD2-Silver,Pesado Portafilter Multi  Handle Module 2 - Silver,PESADO,Main Warehouse,-1,-8.00,Completed
ASM-00027399,03/02/2025,26/01/2025,PFMOD1-Black,Pesado Portafilter Multi  Handle Module 1 - Black,PESADO,Main Warehouse,-1,-3.41,Completed
ASM-00027399,03/02/2025,26/01/2025,PRE-BR58-SET,Breville 58mm Hybrid Precision Set,PESADO,Main Warehouse,1,49.00,Completed
ASM-00027398,03/02/2025,26/01/2025,V2-PSD-distributor,Pesado Impact-Gravity Distributor 58.5mm,PESADO,Main Warehouse,-1,-46.20,Completed
ASM-00027398,03/02/2025,26/01/2025,V2-PSDring-58mm,Pesado Magnetic 58mm Dosing Ring,PESADO,Main Warehouse,-1,-6.93,Completed
ASM-00027398,03/02/2025,26/01/2025,PSD-PinUP,Pesado WDT tool Pin upgrade,PESADO,Main Warehouse,-1,-3.55,Completed
ASM-00027398,03/02/2025,26/01/2025,PSDcrusher-Stand,Pesado Clump Crusher Stand (WDT tool),PESADO,Main Warehouse,-1,-7.57,Completed
ASM-00027398,03/02/2025,26/01/2025,PSDleva-Raya,Pesado Leva knob - Raya,PESADO,Main Warehouse,-1,-9.02,Completed
ASM-00027398,03/02/2025,26/01/2025,PSDdosingCup-CH,Pesado 58mm Dosing Cup - Charcoal,PESADO,Main Warehouse,-1,-7.10,Completed
ASM-00027398,03/02/2025,26/01/2025,DistributionBundle,Maximum Distribution Bundle,PESADO,Main Warehouse,1,80.37,Completed
ASM-00027397,03/02/2025,25/01/2025,PSD-beantube,Single Dose Bean Cellar - 4pcs,PESADO,Main Warehouse,-1,-15.44,Completed
ASM-00027397,03/02/2025,25/01/2025,PSD-Beanstand,Magnetic Bean Stand,PESADO,Main Warehouse,-1,-15.52,Completed
ASM-00027397,03/02/2025,25/01/2025,PSD-Beanstand-combo,Magnetic Bean Stand With Single Dose Bean Cellar - 4pcs,PESADO,Main Warehouse,1,30.96,Completed
ASM-00027396,03/02/2025,25/01/2025,PFMOD2-Haze,Pesado Portafilter Multi Handle Module 2 - Haze,PESADO,Main Warehouse,-1,-4.68,Completed
ASM-00027396,03/02/2025,25/01/2025,PFMOD1-Black,Pesado Portafilter Multi  Handle Module 1 - Black,PESADO,Main Warehouse,-1,-3.41,Completed
ASM-00027396,03/02/2025,25/01/2025,M12 screw,M12 X 80mm,PESADO,Main Warehouse,-1,0.00,Completed
ASM-00027396,03/02/2025,25/01/2025,PSDHMODBHZ,Pesado Portafilter Handle Only - Black/Haze,Modular Handle Only,Main Warehouse,1,8.09,Completed
ASM-00027395,03/02/2025,25/01/2025,PSDleva-haze,Pesado Leva knob - Haze,PESADO,Main Warehouse,-1,-6.75,Completed
ASM-00027395,03/02/2025,25/01/2025,PSD-PinUP,Pesado WDT tool Pin upgrade,PESADO,Main Warehouse,-1,-3.55,Completed
ASM-00027395,03/02/2025,25/01/2025,PSDcrusher-Haze,Pesado Clump Crusher - Haze,PESADO,Main Warehouse,1,10.30,Completed
ASM-00027394,03/02/2025,25/01/2025,PortafilterSpring,Filter Blocking Spring 1.20mm,Coffee Machine Parts & Accesories,Main Warehouse,-1,-0.48,Completed
ASM-00027394,03/02/2025,25/01/2025,PFMOD2-Bronze,Pesado Portafilter Multi  Handle Module 2 - Bronze,PESADO,Main Warehouse,-1,-11.96,Completed
ASM-00027394,03/02/2025,25/01/2025,PFMOD1-Black,Pesado Portafilter Multi  Handle Module 1 - Black,PESADO,Main Warehouse,-1,-3.41,Completed
ASM-00027394,03/02/2025,25/01/2025,PFH00LM-HY,Pesado HYBRID Naked Portafilter Head Only LM 6mm,PESADO,Main Warehouse,-1,-16.77,Completed
ASM-00027394,03/02/2025,25/01/2025,PF00LM-BBZ-HY,Pesado HYBRID Naked Portafilter LM 6mm - Black/Bronze,PESADO,Main Warehouse,1,32.62,Completed
ASM-00027393,03/02/2025,25/01/2025,PSDHY-BR,Pesado HYBRID Double Spouted Attachment - (Breville 54),PESADO,Main Warehouse,-1,-4.85,Completed
ASM-00027393,03/02/2025,25/01/2025,PortafilterSpring,Filter Blocking Spring 1.20mm,Coffee Machine Parts & Accesories,Main Warehouse,-1,-0.48,Completed
ASM-00027393,03/02/2025,25/01/2025,PFMOD2-Iris,Pesado Portafilter Multi Handle Module 2 - Iris,PESADO,Main Warehouse,-1,-13.97,Completed
ASM-00027393,03/02/2025,25/01/2025,PFMOD1-Black,Pesado Portafilter Multi  Handle Module 1 - Black,PESADO,Main Warehouse,-1,-3.41,Completed
ASM-00027393,03/02/2025,25/01/2025,PFH00BR54-HY,Pesado HYBRID Naked Portafilter Head Only Breville 54mm,PESADO,Main Warehouse,-1,-21.42,Completed
ASM-00027393,03/02/2025,25/01/2025,PF02BR54BK-Iris-HY,Pesado HYBRID Double Spouted Portafilter Breville 54mm - Black/Iris,PESADO,Main Warehouse,1,44.13,Completed
ASM-00027392,03/02/2025,24/01/2025,PSDHY-BR,Pesado HYBRID Double Spouted Attachment - (Breville 54),PESADO,Main Warehouse,-1,-4.85,Completed
ASM-00027392,03/02/2025,24/01/2025,PortafilterSpring,Filter Blocking Spring 1.20mm,Coffee Machine Parts & Accesories,Main Warehouse,-1,-0.48,Completed
ASM-00027392,03/02/2025,24/01/2025,PFMOD2-Black,Pesado Portafilter Multi  Handle Module 2 - Black,PESADO,Main Warehouse,-1,-12.34,Completed
ASM-00027392,03/02/2025,24/01/2025,PFMOD1-Black,Pesado Portafilter Multi  Handle Module 1 - Black,PESADO,Main Warehouse,-1,-3.41,Completed
ASM-00027392,03/02/2025,24/01/2025,PFH00BR54-HY,Pesado HYBRID Naked Portafilter Head Only Breville 54mm,PESADO,Main Warehouse,-1,-21.42,Completed
ASM-00027392,03/02/2025,24/01/2025,PF02BR54-BBK-HY,Pesado HYBRID Double Spouted Portafilter Breville 54mm - Black/Black,PESADO,Main Warehouse,1,42.50,Completed
ASM-00027388,03/03/2025,02/02/2025,PSD23.5,Pesado Basket - 23.5 (17g),PESADO,Main Warehouse,-1,-8.40,Completed
ASM-00027388,03/03/2025,02/02/2025,PortafilterSpring,Filter Blocking Spring 1.20mm,Coffee Machine Parts & Accesories,Main Warehouse,-1,-0.48,Completed
ASM-00027388,03/03/2025,02/02/2025,PFMOD2-Silver,Pesado Portafilter Multi  Handle Module 2 - Silver,PESADO,Main Warehouse,-1,-8.23,Completed
ASM-00027388,03/03/2025,02/02/2025,PFMOD1-White,Pesado Portafilter Multi  Handle Module 1 - White,PESADO,Main Warehouse,-1,-3.54,Completed
ASM-00027388,03/03/2025,02/02/2025,PFHBR58,Pesado Double Spouted Portafilter Head Only Breville 58mm,PESADO,Main Warehouse,-1,-20.41,Completed
ASM-00027388,03/03/2025,02/02/2025,02BR58WSL-IMS17-BUNDLE,Breville 58mm Double Spouted Black Silver With 17G IMS Basket,PESADO,Main Warehouse,1,41.06,Completed
ASM-00027386,03/03/2025,01/02/2025,AB3070S-PK,Artisan Barista - Barista Precision Scale - Pink Lemonade,The Artisan Barista,Main Warehouse,-1,-34.11,Completed
ASM-00027386,03/03/2025,01/02/2025,AB3070EK-PK,Artisan Barista 1lt Electric Kettle Pink Lemonade,The Artisan Barista,Main Warehouse,-1,0.00,Completed
ASM-00027386,03/03/2025,01/02/2025,ABEKPSBUNDLE-PK,Artisan Barista Kettle + Precision Scale Bundle - Pink,The Artisan Barista,Main Warehouse,1,34.11,Completed
ASM-00027385,03/03/2025,31/01/2025,PortafilterSpring,Filter Blocking Spring 1.20mm,Coffee Machine Parts & Accesories,Main Warehouse,-1,-0.48,Completed
ASM-00027385,03/03/2025,31/01/2025,PFMOD1-White,Pesado Portafilter Multi  Handle Module 1 - White,PESADO,Main Warehouse,-1,-3.54,Completed
ASM-00027385,03/03/2025,31/01/2025,PFH00MV-HY,Pesado HYBRID Naked Portafilter Head Only - 5mm E61,PESADO,Main Warehouse,-1,-21.99,Completed
ASM-00027385,03/03/2025,31/01/2025,PFMOD2-Riga,Pesado Portafilter Multi Handle Module 2 - Riga,PESADO,Main Warehouse,-1,-8.79,Completed
ASM-00027385,03/03/2025,31/01/2025,PF00MVWH-Riga-HY,Pesado HYBRID Naked Portafilter 5mm E61 - White/Riga,PESADO,Main Warehouse,1,34.80,Completed
ASM-00027384,03/03/2025,31/01/2025,PSD-PinUP,Pesado WDT tool Pin upgrade,PESADO,Main Warehouse,-1,-3.57,Completed
ASM-00027384,03/03/2025,31/01/2025,PSDleva-black,Pesado Leva knob - Black,PESADO,Main Warehouse,-1,-7.91,Completed
ASM-00027384,03/03/2025,31/01/2025,PSDcrusher-Black,Pesado Clump Crusher - Black,PESADO,Main Warehouse,1,11.48,Completed
ASM-00027383,03/03/2025,31/01/2025,V2-PSDring-58mm,Pesado Magnetic 58mm Dosing Ring,PESADO,Main Warehouse,-1,-7.77,Completed
ASM-00027383,03/03/2025,31/01/2025,PSDdosingCup-CH,Pesado 58mm Dosing Cup - Charcoal,PESADO,Main Warehouse,-1,-7.77,Completed
ASM-00027383,03/03/2025,31/01/2025,DOSING_B,Dosing Bundle - Black Ripple 58mm Dosing Cup Black 58mm Dosing Ring,PESADO,Main Warehouse,1,15.54,Completed
